Loan_ID,Customer_ID,Branch_ID,Loan_Type,Loan_Amount,Interest_Rate,Loan_Term,Loan_Status,Loan_Start_Date
LOAN00781,CUST00280,BR015,Home Loan,2650000.00,9.08,300,Active,2020-05-09
LOAN00782,CUST00007,BR014,Home Loan,4727000.00,8.14,300,Closed,2022-05-01
LOAN00783,CUST04360,BR005,Education Loan,1567000.00,8.53,60,Active,2023-06-26
LOAN00784,CUST04145,BR005,Personal Loan,434000.00,15.01,12,Closed,2023-01-26
LOAN00785,CUST04735,BR035,Auto Loan,610000.00,8.68,48,Closed,2023-01-22
LOAN00786,CUST04332,BR036,Personal Loan,476000.00,15.15,24,Active,2022-07-20
LOAN00787,CUST03098,BR010,Personal Loan,335000.00,11.05,12,Closed,2017-09-30
LOAN00788,CUST01590,BR034,Auto Loan,845000.00,9.52,84,Active,2023-02-16
LOAN00789,CUST04060,BR029,Education Loan,1279000.00,9.46,60,Active,2022-05-26
LOAN00790,CUST02879,BR016,Home Loan,2262000.00,9.35,180,Active,2023-07-02
LOAN00791,CUST03013,BR019,Home Loan,7227000.00,8.28,300,Active,2021-01-04
LOAN00792,CUST04819,BR037,Home Loan,6572000.00,9.45,180,Active,2020-07-20
LOAN00793,CUST04076,BR006,Personal Loan,978000.00,11.22,60,Defaulted,2022-02-03
LOAN00794,CUST00525,BR010,Personal Loan,837000.00,13.09,60,Active,2022-12-14
LOAN00795,CUST00978,BR028,Auto Loan,1164000.00,9.91,36,Closed,2019-08-24
LOAN00796,CUST02897,BR050,Home Loan,9500000.00,7.63,240,Defaulted,2023-07-17
LOAN00797,CUST02661,BR037,Personal Loan,623000.00,11.87,60,Defaulted,2023-10-17
LOAN00798,CUST00248,BR031,Personal Loan,1141000.00,12.64,12,Closed,2022-09-20
LOAN00799,CUST00779,BR012,Auto Loan,1748000.00,10.13,84,Active,2020-11-03
LOAN00800,CUST00659,BR030,Personal Loan,348000.00,16.12,60,Active,2021-03-31
LOAN00801,CUST02607,BR031,Personal Loan,634000.00,15.60,36,Active,2021-11-04
LOAN00802,CUST01180,BR049,Home Loan,9344000.00,9.43,300,Active,2022-08-02
LOAN00803,CUST02964,BR049,Auto Loan,1774000.00,11.07,48,Closed,2019-06-23
LOAN00804,CUST01299,BR022,Auto Loan,1398000.00,10.77,84,Closed,2023-12-14
LOAN00805,CUST00035,BR040,Home Loan,9316000.00,8.35,120,Active,2016-08-24
LOAN00806,CUST04031,BR001,Gold Loan,273000.00,10.51,36,Active,2022-04-15
LOAN00807,CUST04065,BR011,Auto Loan,1920000.00,10.00,36,Defaulted,2023-11-28
LOAN00808,CUST04982,BR016,Personal Loan,599000.00,15.18,48,Closed,2023-03-19
LOAN00809,CUST02319,BR026,Home Loan,2406000.00,9.24,180,Defaulted,2022-08-10
LOAN00810,CUST04385,BR024,Home Loan,5520000.00,8.71,180,Active,2017-07-26
LOAN00811,CUST03541,BR015,Home Loan,2817000.00,7.96,240,Active,2023-09-09
LOAN00812,CUST03451,BR005,Business Loan,1275000.00,13.61,36,Closed,2021-01-03
LOAN00813,CUST02452,BR010,Business Loan,5078000.00,14.29,120,Active,2023-02-08
LOAN00814,CUST00433,BR039,Business Loan,3602000.00,13.02,84,Active,2022-12-17
LOAN00815,CUST03358,BR007,Education Loan,2055000.00,9.42,60,Active,2020-11-19
LOAN00816,CUST03819,BR039,Gold Loan,595000.00,12.09,24,Closed,2019-06-04
LOAN00817,CUST04622,BR007,Education Loan,2328000.00,9.29,60,Active,2023-10-20
LOAN00818,CUST00868,BR029,Personal Loan,434000.00,14.22,24,Closed,2019-10-15
LOAN00819,CUST01679,BR027,Home Loan,8125000.00,9.17,120,Active,2021-04-27
LOAN00820,CUST04559,BR028,Personal Loan,503000.00,13.36,36,Active,2022-01-10
LOAN00821,CUST01806,BR050,Auto Loan,2112000.00,10.90,48,Closed,2021-07-13
LOAN00822,CUST04083,BR042,Auto Loan,1586000.00,10.70,36,Active,2023-10-18
LOAN00823,CUST02854,BR026,Personal Loan,1119000.00,11.85,24,Closed,2020-06-23
LOAN00824,CUST00179,BR001,Auto Loan,1343000.00,9.77,84,Active,2020-08-17
LOAN00825,CUST01262,BR028,Education Loan,1907000.00,10.27,120,Closed,2020-10-01
LOAN00826,CUST04091,BR048,Auto Loan,1235000.00,10.74,60,Active,2021-12-12
LOAN00827,CUST03689,BR004,Education Loan,2784000.00,9.99,120,Active,2023-09-24
LOAN00828,CUST01374,BR021,Gold Loan,186000.00,10.11,24,Closed,2022-12-27
LOAN00829,CUST00664,BR031,Education Loan,1532000.00,9.63,60,Active,2023-10-08
LOAN00830,CUST01725,BR045,Auto Loan,586000.00,10.47,84,Active,2022-06-20
LOAN00831,CUST02927,BR049,Business Loan,1568000.00,12.05,84,In Arrears,2017-09-05
LOAN00832,CUST04698,BR023,Business Loan,4974000.00,11.45,36,Active,2022-02-22
LOAN00833,CUST02794,BR034,Business Loan,5437000.00,13.34,36,Closed,2020-10-10
LOAN00834,CUST00607,BR027,Home Loan,5973000.00,8.82,240,Active,2018-12-03
LOAN00835,CUST04941,BR043,Home Loan,6008000.00,9.45,240,Active,2021-01-27
LOAN00836,CUST00498,BR042,Personal Loan,839000.00,16.41,48,Closed,2023-02-15
LOAN00837,CUST02304,BR039,Personal Loan,72000.00,15.97,12,Closed,2020-06-14
LOAN00838,CUST04674,BR020,Home Loan,6911000.00,8.97,180,Active,2023-06-18
LOAN00839,CUST00659,BR030,Business Loan,6228000.00,11.98,120,Active,2020-06-22
LOAN00840,CUST03371,BR042,Home Loan,2558000.00,9.08,180,Active,2017-10-09
LOAN00841,CUST01375,BR042,Home Loan,7569000.00,8.34,240,Active,2019-12-03
LOAN00842,CUST00097,BR017,Home Loan,9233000.00,8.32,120,Active,2022-12-29
LOAN00843,CUST03859,BR023,Personal Loan,197000.00,11.26,36,Defaulted,2021-05-25
LOAN00844,CUST00409,BR021,Auto Loan,1485000.00,11.01,48,Active,2023-11-28
LOAN00845,CUST02210,BR011,Personal Loan,259000.00,11.15,12,Active,2023-08-30
LOAN00846,CUST03515,BR022,Auto Loan,569000.00,9.16,48,Closed,2023-04-19
LOAN00847,CUST01909,BR013,Gold Loan,442000.00,10.30,12,Closed,2021-10-13
LOAN00848,CUST03625,BR037,Home Loan,3775000.00,8.22,120,Active,2020-03-05
LOAN00849,CUST02121,BR009,Personal Loan,430000.00,13.25,48,Active,2022-02-12
LOAN00850,CUST02898,BR046,Auto Loan,392000.00,9.40,84,Active,2022-08-23
LOAN00851,CUST04284,BR011,Auto Loan,772000.00,10.75,60,Active,2019-08-06
LOAN00852,CUST02823,BR039,Personal Loan,502000.00,11.32,36,Closed,2018-12-23
LOAN00853,CUST03759,BR027,Home Loan,8457000.00,9.14,300,Active,2019-07-25
LOAN00854,CUST02411,BR029,Home Loan,1714000.00,7.66,120,Active,2022-03-24
LOAN00855,CUST02539,BR008,Personal Loan,943000.00,12.12,24,Closed,2021-04-02
LOAN00856,CUST02224,BR019,Home Loan,2467000.00,8.23,300,Closed,2020-10-31
LOAN00857,CUST01165,BR031,Auto Loan,1122000.00,10.45,48,Active,2023-03-20
LOAN00858,CUST03685,BR024,Education Loan,1974000.00,8.66,120,Active,2021-03-30
LOAN00859,CUST03330,BR011,Home Loan,7159000.00,7.73,180,Active,2020-05-18
LOAN00860,CUST03149,BR020,Home Loan,7241000.00,7.95,300,Active,2023-10-10
LOAN00861,CUST04386,BR008,Home Loan,6866000.00,8.52,300,Defaulted,2023-04-22
LOAN00862,CUST00389,BR019,Business Loan,5061000.00,14.75,60,Closed,2018-06-11
LOAN00863,CUST00011,BR001,Home Loan,3172000.00,9.14,120,Active,2023-02-16
LOAN00864,CUST00819,BR033,Personal Loan,782000.00,14.03,24,Active,2023-09-10
LOAN00865,CUST04113,BR012,Home Loan,8597000.00,8.16,240,In Arrears,2019-07-24
LOAN00866,CUST04980,BR026,Business Loan,5494000.00,10.40,84,Active,2017-08-15
LOAN00867,CUST04623,BR049,Personal Loan,879000.00,16.14,48,Closed,2022-06-28
LOAN00868,CUST01241,BR001,Personal Loan,572000.00,12.77,36,Active,2023-05-02
LOAN00869,CUST03765,BR034,Home Loan,7453000.00,7.70,120,Active,2020-06-13
LOAN00870,CUST00035,BR040,Home Loan,3914000.00,8.58,300,Active,2018-11-11
LOAN00871,CUST00698,BR034,Gold Loan,791000.00,11.24,24,Closed,2022-05-16
LOAN00872,CUST04688,BR011,Home Loan,2190000.00,8.09,180,Active,2022-10-15
LOAN00873,CUST00128,BR046,Business Loan,7352000.00,12.30,84,Active,2022-07-15
LOAN00874,CUST00040,BR028,Home Loan,2163000.00,8.12,120,Active,2022-01-29
LOAN00875,CUST04312,BR026,Personal Loan,487000.00,12.55,24,Active,2023-10-14
LOAN00876,CUST01597,BR046,Home Loan,9197000.00,9.26,300,Active,2020-12-18
LOAN00877,CUST01562,BR029,Business Loan,1864000.00,14.36,84,Active,2020-01-26
LOAN00878,CUST04589,BR014,Auto Loan,832000.00,10.56,60,Active,2023-06-27
LOAN00879,CUST00647,BR033,Auto Loan,2153000.00,11.24,48,Active,2023-10-13
LOAN00880,CUST03093,BR022,Personal Loan,311000.00,14.87,60,Closed,2018-02-05
LOAN00881,CUST04394,BR039,Home Loan,7112000.00,9.11,120,Defaulted,2023-08-31
LOAN00882,CUST00468,BR028,Auto Loan,275000.00,10.09,36,Active,2022-07-28
LOAN00883,CUST03596,BR027,Personal Loan,1123000.00,11.44,12,Defaulted,2023-08-29
LOAN00884,CUST04700,BR023,Personal Loan,886000.00,12.37,24,Closed,2020-02-19
LOAN00885,CUST00340,BR006,Home Loan,5899000.00,8.90,180,Active,2023-02-27
LOAN00886,CUST00603,BR035,Home Loan,6751000.00,7.70,300,Active,2023-03-28
LOAN00887,CUST03098,BR010,Auto Loan,1722000.00,8.64,48,Closed,2018-12-30
LOAN00888,CUST02466,BR004,Personal Loan,564000.00,11.11,12,Active,2023-11-20
LOAN00889,CUST00280,BR015,Personal Loan,690000.00,15.48,24,Defaulted,2023-07-24
LOAN00890,CUST02583,BR006,Home Loan,6426000.00,8.34,120,Active,2022-08-20
LOAN00891,CUST00981,BR014,Personal Loan,930000.00,13.95,36,Closed,2023-05-24
LOAN00892,CUST04357,BR033,Personal Loan,1029000.00,15.75,12,Closed,2020-03-11
LOAN00893,CUST04648,BR001,Auto Loan,1478000.00,8.99,48,Closed,2023-02-03
LOAN00894,CUST00008,BR035,Home Loan,4433000.00,8.10,300,Active,2021-02-28
LOAN00895,CUST02401,BR027,Home Loan,5506000.00,7.83,180,Closed,2023-05-30
LOAN00896,CUST00374,BR025,Business Loan,604000.00,13.37,36,Active,2022-06-19
LOAN00897,CUST03318,BR025,Business Loan,3103000.00,14.17,84,Closed,2023-08-30
LOAN00898,CUST01371,BR017,Auto Loan,1279000.00,11.14,48,Active,2023-12-16
LOAN00899,CUST01370,BR020,Home Loan,5396000.00,8.57,240,In Arrears,2019-03-20
LOAN00900,CUST01549,BR022,Personal Loan,322000.00,16.36,60,Active,2023-02-04
LOAN00901,CUST01314,BR033,Home Loan,3186000.00,7.50,180,Active,2020-09-03
LOAN00902,CUST04635,BR002,Business Loan,2550000.00,14.03,120,Active,2022-05-14
LOAN00903,CUST04513,BR041,Personal Loan,798000.00,15.57,60,In Arrears,2022-10-07
LOAN00904,CUST02766,BR034,Home Loan,8668000.00,8.22,120,Active,2022-11-01
LOAN00905,CUST00790,BR044,Home Loan,2749000.00,9.44,240,Active,2017-02-23
LOAN00906,CUST03023,BR009,Auto Loan,829000.00,10.88,60,Active,2019-11-08
LOAN00907,CUST02621,BR036,Personal Loan,270000.00,15.22,48,Closed,2019-02-01
LOAN00908,CUST04293,BR039,Personal Loan,539000.00,13.21,12,Closed,2021-11-13
LOAN00909,CUST03619,BR041,Personal Loan,567000.00,12.41,24,Active,2023-07-28
LOAN00910,CUST01952,BR049,Auto Loan,1228000.00,10.55,60,Closed,2019-04-17
LOAN00911,CUST03647,BR044,Business Loan,981000.00,12.61,60,In Arrears,2023-11-19
LOAN00912,CUST03738,BR008,Auto Loan,2029000.00,10.07,48,Active,2023-07-25
LOAN00913,CUST01869,BR002,Business Loan,3101000.00,11.91,84,Active,2018-08-03
LOAN00914,CUST00431,BR011,Business Loan,3972000.00,14.62,84,Active,2022-11-11
LOAN00915,CUST01532,BR026,Home Loan,6537000.00,8.51,240,Active,2023-02-05
LOAN00916,CUST02220,BR010,Personal Loan,1193000.00,14.30,12,Active,2023-10-23
LOAN00917,CUST04144,BR036,Gold Loan,583000.00,9.60,12,Closed,2021-05-13
LOAN00918,CUST02365,BR029,Education Loan,3316000.00,10.86,120,Active,2023-06-04
LOAN00919,CUST04241,BR010,Personal Loan,1046000.00,16.22,24,Active,2023-08-30
LOAN00920,CUST00191,BR040,Home Loan,6895000.00,9.19,120,Active,2020-04-29
LOAN00921,CUST02823,BR039,Education Loan,3189000.00,9.54,84,Active,2020-10-05
LOAN00922,CUST01275,BR011,Personal Loan,58000.00,11.30,60,Active,2023-02-04
LOAN00923,CUST03450,BR035,Personal Loan,834000.00,12.65,36,Defaulted,2021-05-19
LOAN00924,CUST01974,BR026,Business Loan,4809000.00,10.74,120,Active,2023-05-22
LOAN00925,CUST04116,BR035,Home Loan,2023000.00,7.86,180,Closed,2023-11-29
LOAN00926,CUST00609,BR009,Personal Loan,378000.00,11.84,12,Defaulted,2021-12-31
LOAN00927,CUST02987,BR009,Personal Loan,711000.00,12.79,12,Closed,2023-04-03
LOAN00928,CUST00304,BR007,Personal Loan,194000.00,12.54,36,Active,2021-12-27
LOAN00929,CUST01360,BR009,Home Loan,8732000.00,8.11,120,Closed,2019-04-17
LOAN00930,CUST04091,BR048,Gold Loan,416000.00,10.96,24,Closed,2021-04-12
LOAN00931,CUST04528,BR036,Personal Loan,352000.00,13.51,48,Closed,2019-07-05
LOAN00932,CUST00206,BR029,Gold Loan,694000.00,11.56,24,Defaulted,2023-10-15
LOAN00933,CUST02460,BR027,Home Loan,9430000.00,8.70,300,Active,2022-06-18
LOAN00934,CUST01146,BR004,Auto Loan,714000.00,9.37,48,Active,2022-05-03
LOAN00935,CUST00832,BR003,Education Loan,315000.00,8.89,84,Active,2020-09-08
LOAN00936,CUST00389,BR019,Personal Loan,863000.00,15.56,48,Closed,2022-05-26
LOAN00937,CUST04487,BR019,Personal Loan,172000.00,16.41,24,Active,2023-06-29
LOAN00938,CUST01274,BR049,Education Loan,2238000.00,10.65,60,Defaulted,2019-06-09
LOAN00939,CUST01401,BR014,Home Loan,3006000.00,8.12,300,Active,2017-10-30
LOAN00940,CUST02819,BR020,Gold Loan,463000.00,9.69,24,Active,2023-03-30
LOAN00941,CUST00418,BR003,Education Loan,2250000.00,9.52,120,Closed,2023-05-03
LOAN00942,CUST00428,BR005,Auto Loan,1820000.00,10.38,36,Active,2021-08-29
LOAN00943,CUST03092,BR034,Personal Loan,997000.00,14.91,36,Closed,2020-08-07
LOAN00944,CUST00395,BR001,Education Loan,1337000.00,8.06,120,Active,2016-09-09
LOAN00945,CUST03774,BR025,Personal Loan,799000.00,13.50,12,Defaulted,2019-01-17
LOAN00946,CUST03416,BR029,Home Loan,4929000.00,9.24,180,Active,2022-05-07
LOAN00947,CUST02658,BR023,Personal Loan,810000.00,11.81,60,Active,2023-10-30
LOAN00948,CUST02028,BR042,Business Loan,1063000.00,14.54,36,Closed,2016-03-05
LOAN00949,CUST02235,BR023,Home Loan,2662000.00,8.12,300,Defaulted,2022-09-12
LOAN00950,CUST00565,BR025,Gold Loan,627000.00,10.65,12,Closed,2023-03-22
LOAN00951,CUST01047,BR008,Auto Loan,822000.00,8.51,60,Active,2023-08-25
LOAN00952,CUST00348,BR040,Home Loan,7336000.00,7.60,120,Active,2020-04-17
LOAN00953,CUST02816,BR024,Education Loan,2540000.00,8.25,60,Closed,2018-02-27
LOAN00954,CUST01825,BR021,Home Loan,3724000.00,9.28,120,Active,2023-02-17
LOAN00955,CUST04952,BR042,Home Loan,5118000.00,8.96,180,Active,2022-07-12
LOAN00956,CUST01326,BR007,Business Loan,5674000.00,11.51,36,Closed,2019-11-02
LOAN00957,CUST01937,BR009,Gold Loan,283000.00,11.68,12,Closed,2018-10-20
LOAN00958,CUST02211,BR014,Home Loan,7349000.00,9.05,180,Active,2021-06-14
LOAN00959,CUST04122,BR016,Auto Loan,1522000.00,9.32,48,Active,2023-11-17
LOAN00960,CUST04959,BR036,Auto Loan,667000.00,10.70,84,Closed,2015-04-11
LOAN00961,CUST02330,BR010,Education Loan,2216000.00,9.97,60,Active,2023-01-04
LOAN00962,CUST00313,BR047,Business Loan,711000.00,14.24,60,Defaulted,2020-01-22
LOAN00963,CUST03443,BR017,Gold Loan,106000.00,9.19,24,Closed,2021-05-03
LOAN00964,CUST01022,BR028,Auto Loan,1707000.00,11.07,60,Closed,2023-06-26
LOAN00965,CUST00022,BR037,Education Loan,2092000.00,8.14,120,Active,2020-09-04
LOAN00966,CUST01213,BR012,Home Loan,2119000.00,8.57,300,Active,2023-10-19
LOAN00967,CUST00915,BR037,Gold Loan,651000.00,10.90,36,Closed,2020-11-15
LOAN00968,CUST03588,BR005,Personal Loan,1186000.00,14.39,36,Closed,2017-12-17
LOAN00969,CUST01404,BR005,Personal Loan,660000.00,14.65,24,Closed,2020-05-23
LOAN00970,CUST01689,BR017,Personal Loan,921000.00,13.62,48,Closed,2019-03-07
LOAN00971,CUST02783,BR046,Personal Loan,310000.00,14.74,48,Active,2020-10-04
LOAN00972,CUST03666,BR003,Gold Loan,504000.00,10.73,36,Closed,2020-05-04
LOAN00973,CUST03190,BR042,Home Loan,4786000.00,7.76,120,Active,2022-05-30
LOAN00974,CUST03280,BR016,Auto Loan,2019000.00,9.18,48,Closed,2018-10-17
LOAN00975,CUST00327,BR002,Home Loan,9245000.00,8.20,240,Active,2023-09-07
LOAN00976,CUST00092,BR047,Personal Loan,284000.00,12.01,24,Active,2023-09-21
LOAN00977,CUST03814,BR001,Home Loan,2869000.00,8.85,120,Active,2021-09-23
LOAN00978,CUST04476,BR050,Auto Loan,291000.00,9.82,84,Active,2023-01-18
LOAN00979,CUST03269,BR010,Auto Loan,1039000.00,9.29,84,Closed,2022-10-06
LOAN00980,CUST04071,BR007,Auto Loan,697000.00,9.70,48,Closed,2023-03-24
LOAN00981,CUST00730,BR043,Personal Loan,85000.00,11.71,24,Closed,2023-09-24
LOAN00982,CUST01159,BR008,Personal Loan,790000.00,13.50,12,Closed,2020-04-03
LOAN00983,CUST01105,BR027,Business Loan,3108000.00,12.07,84,Active,2021-11-01
LOAN00984,CUST00232,BR024,Home Loan,4297000.00,8.90,300,Active,2022-04-10
LOAN00985,CUST00017,BR043,Gold Loan,530000.00,10.67,24,Closed,2018-08-30
LOAN00986,CUST00088,BR034,Personal Loan,1161000.00,11.43,60,Active,2023-10-30
LOAN00987,CUST03801,BR036,Business Loan,7394000.00,12.66,60,Closed,2019-06-24
LOAN00988,CUST01289,BR008,Home Loan,5249000.00,8.52,120,Active,2023-10-04
LOAN00989,CUST02483,BR032,Auto Loan,1804000.00,8.74,48,Active,2023-11-22
LOAN00990,CUST04718,BR049,Education Loan,3208000.00,10.15,84,Active,2023-11-24
LOAN00991,CUST03140,BR009,Personal Loan,266000.00,16.42,12,Defaulted,2021-02-22
LOAN00992,CUST03940,BR046,Auto Loan,373000.00,9.86,48,Active,2023-09-23
LOAN00993,CUST01944,BR050,Personal Loan,565000.00,16.14,48,Closed,2023-09-26
LOAN00994,CUST04731,BR009,Gold Loan,655000.00,9.90,24,Closed,2019-09-28
LOAN00995,CUST03365,BR031,Home Loan,3229000.00,8.81,300,Active,2023-01-11
LOAN00996,CUST04277,BR031,Education Loan,1721000.00,8.41,84,Active,2022-01-07
LOAN00997,CUST02259,BR006,Auto Loan,463000.00,11.09,36,Closed,2016-08-02
LOAN00998,CUST04638,BR040,Personal Loan,1065000.00,14.55,60,Active,2022-05-14
LOAN00999,CUST02453,BR023,Auto Loan,1848000.00,10.30,48,Closed,2023-11-29
LOAN01000,CUST04076,BR006,Business Loan,7310000.00,10.92,60,Active,2020-02-05
LOAN01001,CUST03530,BR035,Auto Loan,410000.00,8.60,36,Defaulted,2020-12-16
LOAN01002,CUST03653,BR030,Home Loan,3060000.00,7.87,180,Active,2022-04-21
LOAN01003,CUST02587,BR019,Personal Loan,659000.00,12.64,12,Defaulted,2022-06-23
LOAN01004,CUST03340,BR014,Personal Loan,717000.00,11.89,24,Closed,2021-07-30
LOAN01005,CUST00048,BR026,Auto Loan,523000.00,9.15,48,Closed,2018-04-23
LOAN01006,CUST02038,BR021,Personal Loan,506000.00,14.73,60,Active,2022-01-12
LOAN01007,CUST04655,BR040,Home Loan,2624000.00,7.58,180,Active,2016-05-19
LOAN01008,CUST00621,BR042,Personal Loan,365000.00,15.55,48,Defaulted,2021-09-14
LOAN01009,CUST00037,BR042,Business Loan,5107000.00,10.57,36,Active,2021-07-08
LOAN01010,CUST02060,BR017,Business Loan,1717000.00,14.36,60,Active,2022-06-14
LOAN01011,CUST04808,BR003,Home Loan,6815000.00,9.42,120,Active,2022-12-18
LOAN01012,CUST02284,BR011,Home Loan,3173000.00,9.49,240,Active,2022-05-03
LOAN01013,CUST01963,BR009,Business Loan,3775000.00,13.05,36,Closed,2021-08-04
LOAN01014,CUST04743,BR017,Home Loan,7972000.00,9.15,120,Active,2019-02-04
LOAN01015,CUST01627,BR018,Gold Loan,613000.00,11.11,36,Active,2023-05-18
LOAN01016,CUST03164,BR027,Auto Loan,1656000.00,11.39,60,Active,2023-11-25
LOAN01017,CUST04197,BR021,Home Loan,2126000.00,7.69,240,Active,2022-08-18
LOAN01018,CUST02082,BR031,Home Loan,1624000.00,8.27,180,Active,2023-11-05
LOAN01019,CUST03524,BR006,Gold Loan,506000.00,11.96,12,Closed,2022-05-28
LOAN01020,CUST04288,BR021,Education Loan,3130000.00,10.91,60,Active,2023-07-09
LOAN01021,CUST01451,BR009,Auto Loan,1395000.00,10.58,84,Defaulted,2018-01-27
LOAN01022,CUST00162,BR025,Personal Loan,976000.00,14.41,48,Active,2021-09-26
LOAN01023,CUST04321,BR038,Home Loan,6432000.00,9.05,120,Active,2023-05-24
LOAN01024,CUST01936,BR028,Home Loan,4692000.00,8.53,180,Active,2018-11-09
LOAN01025,CUST01254,BR026,Education Loan,3408000.00,8.60,60,Active,2019-08-12
LOAN01026,CUST03977,BR045,Personal Loan,620000.00,11.68,24,Closed,2021-01-23
LOAN01027,CUST00874,BR033,Personal Loan,266000.00,16.41,48,Active,2023-02-28
LOAN01028,CUST00593,BR050,Personal Loan,390000.00,13.21,12,Active,2023-08-04
LOAN01029,CUST03757,BR036,Personal Loan,203000.00,13.80,36,Closed,2018-11-09
LOAN01030,CUST01442,BR035,Education Loan,2325000.00,8.17,120,Active,2023-11-27
LOAN01031,CUST03396,BR042,Auto Loan,873000.00,10.94,84,Active,2023-10-26
LOAN01032,CUST01431,BR013,Business Loan,7462000.00,13.03,36,Closed,2023-02-20
LOAN01033,CUST01659,BR038,Auto Loan,1312000.00,9.35,84,Active,2021-06-21
LOAN01034,CUST00543,BR036,Personal Loan,871000.00,14.92,36,Active,2021-10-31
LOAN01035,CUST03898,BR022,Auto Loan,1633000.00,10.44,60,Active,2019-08-14
LOAN01036,CUST02660,BR034,Home Loan,4567000.00,8.78,120,Active,2021-12-25
LOAN01037,CUST04458,BR002,Home Loan,2096000.00,8.65,120,Active,2022-10-03
LOAN01038,CUST01266,BR038,Personal Loan,734000.00,15.16,48,Closed,2018-04-07
LOAN01039,CUST04962,BR038,Home Loan,4674000.00,8.47,240,Active,2022-12-10
LOAN01040,CUST00682,BR025,Personal Loan,625000.00,14.07,60,Active,2021-09-09
LOAN01041,CUST04502,BR018,Home Loan,3859000.00,7.73,180,Active,2018-06-14
LOAN01042,CUST02870,BR032,Personal Loan,294000.00,13.44,24,Active,2023-09-13
LOAN01043,CUST03941,BR024,Business Loan,6352000.00,10.15,120,Active,2021-09-08
LOAN01044,CUST00195,BR039,Education Loan,3241000.00,9.21,60,Active,2022-08-17
LOAN01045,CUST03439,BR040,Personal Loan,193000.00,11.41,12,Closed,2021-08-02
LOAN01046,CUST04119,BR047,Home Loan,8134000.00,8.71,300,Active,2021-07-09
LOAN01047,CUST02514,BR007,Home Loan,2818000.00,8.52,180,Active,2023-03-13
LOAN01048,CUST01539,BR036,Personal Loan,348000.00,13.59,12,Defaulted,2023-09-07
LOAN01049,CUST01498,BR002,Personal Loan,561000.00,13.60,36,Closed,2019-11-03
LOAN01050,CUST00244,BR036,Education Loan,264000.00,9.31,84,Active,2019-01-25
LOAN01051,CUST01340,BR008,Personal Loan,486000.00,12.46,60,Active,2023-09-18
LOAN01052,CUST01369,BR012,Home Loan,9220000.00,8.25,180,In Arrears,2021-11-01
LOAN01053,CUST00544,BR007,Education Loan,918000.00,8.95,60,Defaulted,2021-01-21
LOAN01054,CUST02767,BR040,Gold Loan,180000.00,11.04,36,Active,2022-07-25
LOAN01055,CUST01360,BR009,Home Loan,2018000.00,7.73,180,Active,2019-08-31
LOAN01056,CUST01223,BR028,Home Loan,3863000.00,8.02,240,Active,2018-07-12
LOAN01057,CUST04494,BR027,Business Loan,4462000.00,11.47,36,Active,2022-08-04
LOAN01058,CUST04947,BR009,Personal Loan,498000.00,13.92,48,Active,2023-08-07
LOAN01059,CUST03689,BR004,Home Loan,3257000.00,7.85,240,Active,2023-10-10
LOAN01060,CUST01272,BR022,Business Loan,1095000.00,12.54,120,Active,2019-02-20
LOAN01061,CUST00885,BR014,Personal Loan,483000.00,13.43,12,Active,2023-11-11
LOAN01062,CUST04085,BR018,Business Loan,3457000.00,12.33,60,Closed,2020-07-26
LOAN01063,CUST00773,BR021,Auto Loan,288000.00,10.36,36,Active,2023-02-10
LOAN01064,CUST02060,BR017,Home Loan,5576000.00,9.48,180,Active,2023-10-04
LOAN01065,CUST04808,BR003,Education Loan,2238000.00,8.93,84,Defaulted,2023-03-11
LOAN01066,CUST01778,BR011,Home Loan,8905000.00,7.60,180,Active,2022-12-04
LOAN01067,CUST03830,BR044,Personal Loan,1081000.00,13.41,48,Closed,2019-05-19
LOAN01068,CUST00403,BR019,Auto Loan,604000.00,8.57,84,Active,2023-11-27
LOAN01069,CUST04517,BR031,Personal Loan,913000.00,13.50,24,Closed,2021-02-27
LOAN01070,CUST02278,BR042,Personal Loan,822000.00,12.74,12,Closed,2022-07-04
LOAN01071,CUST04606,BR029,Home Loan,4682000.00,7.93,120,Closed,2022-11-14
LOAN01072,CUST01371,BR017,Auto Loan,1368000.00,8.68,60,Active,2023-12-16
LOAN01073,CUST01598,BR011,Gold Loan,54000.00,9.99,12,Closed,2022-06-04
LOAN01074,CUST03343,BR045,Personal Loan,1177000.00,15.67,36,Closed,2020-12-11
LOAN01075,CUST03200,BR030,Auto Loan,2141000.00,8.88,48,Active,2022-08-01
LOAN01076,CUST00173,BR002,Auto Loan,884000.00,10.14,36,Closed,2018-06-10
LOAN01077,CUST01014,BR016,Personal Loan,535000.00,13.56,36,Defaulted,2023-08-07
LOAN01078,CUST03480,BR014,Home Loan,4456000.00,8.79,180,Active,2021-06-07
LOAN01079,CUST01547,BR035,Business Loan,6728000.00,12.92,120,Active,2022-02-12
LOAN01080,CUST00483,BR048,Home Loan,9381000.00,9.10,300,Active,2020-06-26
LOAN01081,CUST04005,BR025,Business Loan,976000.00,11.08,36,Closed,2020-10-15
LOAN01082,CUST04392,BR022,Gold Loan,317000.00,11.05,24,Active,2023-04-29
LOAN01083,CUST00915,BR037,Home Loan,8598000.00,7.65,120,Active,2023-05-21
LOAN01084,CUST00712,BR036,Personal Loan,63000.00,12.17,36,Defaulted,2022-09-18
