Transaction_ID,Account_ID,Transaction_Date,Transaction_Type,Amount,Channel,Transaction_Status
TXN0057482,ACC003342,2022-04-28,Withdrawal,10000.00,ATM,Success
TXN0059544,ACC001734,2022-04-28,Deposit,33286.39,Mobile Banking,Success
TXN0061054,ACC003390,2022-04-28,Transfer,16537.02,Net Banking,Success
TXN0063394,ACC005398,2022-04-28,Transfer,63578.54,NEFT,Success
TXN0069813,ACC000276,2022-04-28,Withdrawal,4500.00,ATM,Success
TXN0070829,ACC000918,2022-04-28,Withdrawal,931.45,UPI,Success
TXN0077936,ACC003756,2022-04-28,Withdrawal,500.00,ATM,Success
TXN0083416,ACC003436,2022-04-28,Withdrawal,3000.00,ATM,Success
TXN0086072,ACC001388,2022-04-28,Withdrawal,6624.11,Mobile Banking,Success
TXN0087467,ACC004169,2022-04-28,Withdrawal,8000.00,ATM,Success
TXN0094762,ACC000898,2022-04-28,Withdrawal,1000.00,ATM,Success
TXN0095537,ACC001858,2022-04-28,Deposit,702.76,POS / Debit Card,Success
TXN0096276,ACC002042,2022-04-28,Withdrawal,905.98,UPI,Success
TXN0010362,ACC001555,2022-04-29,Withdrawal,3513.77,Mobile Banking,Success
TXN0016927,ACC001545,2022-04-29,Withdrawal,29542.47,Net Banking,Failed
TXN0019927,ACC002315,2022-04-29,Withdrawal,44029.35,UPI,Success
TXN0021347,ACC006347,2022-04-29,Withdrawal,29960.67,NEFT,Success
TXN0022225,ACC004446,2022-04-29,Withdrawal,29698.41,Net Banking,Failed
TXN0024364,ACC003269,2022-04-29,Withdrawal,15455.47,Mobile Banking,Success
TXN0024972,ACC002281,2022-04-29,Withdrawal,129740.03,NEFT,Success
TXN0030632,ACC001232,2022-04-29,Withdrawal,970.72,UPI,Success
TXN0034305,ACC000513,2022-04-29,Withdrawal,7531.30,UPI,Success
TXN0034736,ACC003799,2022-04-29,Withdrawal,52388.00,IMPS,Success
TXN0039505,ACC001021,2022-04-29,Withdrawal,25280.92,Mobile Banking,Success
TXN0042962,ACC000330,2022-04-29,Deposit,32587.80,Mobile Banking,Success
TXN0044457,ACC004422,2022-04-29,Withdrawal,4427.17,Net Banking,Success
TXN0048887,ACC002329,2022-04-29,Deposit,10292.55,Net Banking,Success
TXN0052300,ACC006060,2022-04-29,Withdrawal,26034.29,Net Banking,Success
TXN0053969,ACC000810,2022-04-29,Deposit,4215.14,Net Banking,Success
TXN0054650,ACC000282,2022-04-29,Deposit,787.86,UPI,Success
TXN0054791,ACC004244,2022-04-29,Withdrawal,2938.51,UPI,Success
TXN0059167,ACC005518,2022-04-29,Withdrawal,24509.04,Net Banking,Success
TXN0062783,ACC000194,2022-04-29,Withdrawal,2553.35,UPI,Success
TXN0062923,ACC004023,2022-04-29,Withdrawal,27144.07,UPI,Success
TXN0067668,ACC006710,2022-04-29,Withdrawal,2161.77,UPI,Success
TXN0068828,ACC004090,2022-04-29,Withdrawal,30610.06,Mobile Banking,Success
TXN0072646,ACC000101,2022-04-29,Deposit,513.07,UPI,Success
TXN0074830,ACC003402,2022-04-29,Withdrawal,1000.00,ATM,Success
TXN0076772,ACC001284,2022-04-29,Deposit,816.39,UPI,Success
TXN0079499,ACC002308,2022-04-29,Withdrawal,9890.89,UPI,Success
TXN0080713,ACC005579,2022-04-29,Transfer,218.79,UPI,Success
TXN0082271,ACC004307,2022-04-29,Withdrawal,1000.00,ATM,Success
TXN0086605,ACC002873,2022-04-29,Deposit,745.97,UPI,Success
TXN0087309,ACC004789,2022-04-29,Deposit,990.02,UPI,Success
TXN0093024,ACC006864,2022-04-29,Withdrawal,1000.00,ATM,Success
TXN0094844,ACC004189,2022-04-29,Deposit,170.82,UPI,Success
TXN0098137,ACC006577,2022-04-29,Deposit,396.89,UPI,Success
TXN0098577,ACC002419,2022-04-29,Deposit,486.25,UPI,Success
TXN0103689,ACC000545,2022-04-29,Withdrawal,622.05,UPI,Success
TXN0003000,ACC002073,2022-04-30,Withdrawal,227398.48,NEFT,Success
TXN0004227,ACC001619,2022-04-30,Deposit,6417.68,UPI,Success
TXN0010946,ACC003120,2022-04-30,Withdrawal,833.20,UPI,Success
TXN0012508,ACC000602,2022-04-30,Withdrawal,2444.96,Mobile Banking,Success
TXN0013500,ACC000681,2022-04-30,Withdrawal,3000.00,ATM,Success
TXN0015687,ACC002947,2022-04-30,Withdrawal,314.17,UPI,Success
TXN0016835,ACC001624,2022-04-30,Withdrawal,6292.37,Net Banking,Success
TXN0018164,ACC006264,2022-04-30,Deposit,161945.68,IMPS,Success
TXN0020495,ACC004627,2022-04-30,Withdrawal,161026.06,NEFT,Success
TXN0025643,ACC006864,2022-04-30,Deposit,119109.29,IMPS,Success
TXN0027106,ACC002042,2022-04-30,Transfer,4947.97,UPI,Success
TXN0031590,ACC001970,2022-04-30,Withdrawal,158.98,UPI,Success
TXN0033436,ACC005766,2022-04-30,Deposit,404.94,UPI,Success
TXN0036927,ACC006389,2022-04-30,Withdrawal,1000.00,ATM,Success
TXN0039828,ACC004911,2022-04-30,Withdrawal,10000.00,ATM,Success
TXN0043454,ACC001809,2022-04-30,Deposit,76019.56,NEFT,Success
TXN0045641,ACC003176,2022-04-30,Withdrawal,21168.67,Mobile Banking,Success
TXN0046270,ACC002593,2022-04-30,Deposit,32007.44,NEFT,Success
TXN0049982,ACC002867,2022-04-30,Deposit,669.20,UPI,Success
TXN0057914,ACC000049,2022-04-30,Transfer,223383.39,NEFT,Success
TXN0061514,ACC002570,2022-04-30,Deposit,29966.70,Net Banking,Success
TXN0061725,ACC004811,2022-04-30,Deposit,4655.58,UPI,Success
TXN0064158,ACC003499,2022-04-30,Withdrawal,23898.18,Net Banking,Failed
TXN0071679,ACC003091,2022-04-30,Withdrawal,1965.95,UPI,Success
TXN0077374,ACC002776,2022-04-30,Withdrawal,4500.00,ATM,Success
TXN0077397,ACC005116,2022-04-30,Deposit,25190.07,Net Banking,Success
TXN0078321,ACC006510,2022-04-30,Withdrawal,127373.75,NEFT,Success
TXN0078891,ACC002382,2022-04-30,Withdrawal,22821.54,UPI,Success
TXN0089747,ACC002828,2022-04-30,Withdrawal,87.80,UPI,Success
TXN0090041,ACC003955,2022-04-30,Withdrawal,261.21,UPI,Success
TXN0091873,ACC001444,2022-04-30,Transfer,213160.27,NEFT,Success
TXN0095872,ACC001867,2022-04-30,Withdrawal,500.00,ATM,Success
TXN0096199,ACC002342,2022-04-30,Withdrawal,27703.33,Mobile Banking,Success
TXN0099698,ACC006820,2022-04-30,Withdrawal,16654.62,Net Banking,Success
TXN0001575,ACC004569,2022-05-01,Withdrawal,1718.11,Net Banking,Success
TXN0003017,ACC003864,2022-05-01,Withdrawal,17853.23,Mobile Banking,Success
TXN0003781,ACC000127,2022-05-01,Withdrawal,26554.12,Mobile Banking,Success
TXN0005284,ACC001586,2022-05-01,Withdrawal,1000.00,ATM,Success
TXN0012546,ACC006935,2022-05-01,Deposit,18693.45,Mobile Banking,Success
TXN0013717,ACC003980,2022-05-01,Withdrawal,99.71,UPI,Success
TXN0018250,ACC004968,2022-05-01,Deposit,5693.57,UPI,Pending
TXN0019131,ACC003302,2022-05-01,Deposit,21411.16,POS / Debit Card,Success
TXN0021474,ACC002434,2022-05-01,Withdrawal,697.88,UPI,Success
TXN0022403,ACC003407,2022-05-01,Deposit,688.87,UPI,Success
TXN0024899,ACC000373,2022-05-01,Withdrawal,14852.06,UPI,Success
TXN0027810,ACC003389,2022-05-01,Withdrawal,25359.45,Net Banking,Success
TXN0027867,ACC005128,2022-05-01,Transfer,185269.07,Branch,Success
TXN0028143,ACC000094,2022-05-01,Withdrawal,1000.00,ATM,Success
TXN0031543,ACC002960,2022-05-01,Withdrawal,3000.00,ATM,Success
TXN0033200,ACC003504,2022-05-01,Withdrawal,359544.99,Branch,Success
TXN0033512,ACC001061,2022-05-01,Deposit,242816.38,NEFT,Failed
TXN0039448,ACC002910,2022-05-01,Withdrawal,3151.45,UPI,Success
TXN0046941,ACC006151,2022-05-01,Withdrawal,5316.22,UPI,Success
TXN0054211,ACC005107,2022-05-01,Withdrawal,133616.76,IMPS,Success
TXN0063673,ACC002044,2022-05-01,Withdrawal,11827.24,Net Banking,Success
TXN0064728,ACC003330,2022-05-01,Withdrawal,24425.55,Mobile Banking,Success
TXN0064783,ACC000507,2022-05-01,Withdrawal,7294.00,Mobile Banking,Success
TXN0075498,ACC002306,2022-05-01,Withdrawal,1000.00,ATM,Success
TXN0076192,ACC003498,2022-05-01,Deposit,2643.79,UPI,Success
TXN0088869,ACC001414,2022-05-01,Deposit,424.58,UPI,Success
TXN0089774,ACC000979,2022-05-01,Withdrawal,3000.00,ATM,Success
TXN0093492,ACC003648,2022-05-01,Withdrawal,183.12,UPI,Success
TXN0094767,ACC005666,2022-05-01,Withdrawal,1913.29,UPI,Success
TXN0100930,ACC000151,2022-05-01,Withdrawal,23296.94,Net Banking,Success
TXN0103300,ACC004246,2022-05-01,Deposit,10694.01,Mobile Banking,Success
TXN0001033,ACC005183,2022-05-02,Deposit,649.51,UPI,Success
TXN0001478,ACC006937,2022-05-02,Deposit,21744.05,Mobile Banking,Failed
TXN0002977,ACC006672,2022-05-02,Withdrawal,4465.63,UPI,Success
TXN0003764,ACC005576,2022-05-02,Withdrawal,341.60,UPI,Failed
TXN0004351,ACC005376,2022-05-02,Withdrawal,39535.71,UPI,Failed
TXN0004637,ACC005713,2022-05-02,Deposit,721.92,UPI,Success
TXN0004666,ACC001648,2022-05-02,Withdrawal,542.66,UPI,Success
TXN0016473,ACC000929,2022-05-02,Transfer,32459.62,Mobile Banking,Success
TXN0022494,ACC002508,2022-05-02,Withdrawal,245617.72,IMPS,Success
TXN0023250,ACC003715,2022-05-02,Withdrawal,3000.00,ATM,Success
TXN0026630,ACC006546,2022-05-02,Deposit,9998.51,UPI,Success
TXN0027362,ACC006837,2022-05-02,Withdrawal,78.68,UPI,Success
TXN0028871,ACC000602,2022-05-02,Withdrawal,10000.00,ATM,Success
TXN0029513,ACC005231,2022-05-02,Deposit,149.54,UPI,Success
TXN0031242,ACC002560,2022-05-02,Withdrawal,106479.20,Branch,Success
TXN0031427,ACC003494,2022-05-02,Withdrawal,3000.00,ATM,Success
TXN0033505,ACC006726,2022-05-02,Withdrawal,2000.00,ATM,Success
TXN0033556,ACC003076,2022-05-02,Deposit,19821.97,Net Banking,Success
TXN0036736,ACC002382,2022-05-02,Withdrawal,3955.55,UPI,Success
TXN0037705,ACC005083,2022-05-02,Transfer,236173.29,NEFT,Success
TXN0038516,ACC003363,2022-05-02,Withdrawal,28754.55,Mobile Banking,Success
TXN0042485,ACC001232,2022-05-02,Withdrawal,68.60,UPI,Success
TXN0046590,ACC004173,2022-05-02,Withdrawal,144.14,UPI,Success
TXN0052741,ACC003134,2022-05-02,Withdrawal,1758.93,Net Banking,Success
TXN0062547,ACC005771,2022-05-02,Withdrawal,495.69,UPI,Success
TXN0067261,ACC002042,2022-05-02,Withdrawal,3393.57,UPI,Success
TXN0069686,ACC003859,2022-05-02,Withdrawal,885.08,UPI,Success
TXN0070258,ACC005416,2022-05-02,Withdrawal,50970.53,NEFT,Success
TXN0071122,ACC000884,2022-05-02,Withdrawal,665.46,UPI,Success
TXN0072942,ACC004811,2022-05-02,Deposit,648.30,UPI,Success
TXN0074686,ACC001697,2022-05-02,Withdrawal,15196.04,Net Banking,Success
TXN0078962,ACC005553,2022-05-02,Withdrawal,204.82,UPI,Success
TXN0080386,ACC005557,2022-05-02,Deposit,36423.65,UPI,Success
TXN0082805,ACC000593,2022-05-02,Deposit,19009.74,Net Banking,Success
TXN0085541,ACC002430,2022-05-02,Withdrawal,2474.30,Mobile Banking,Success
TXN0086270,ACC006254,2022-05-02,Deposit,2204.89,Mobile Banking,Success
TXN0087684,ACC004655,2022-05-02,Withdrawal,6892.40,Mobile Banking,Success
TXN0088621,ACC000742,2022-05-02,Withdrawal,1679.59,UPI,Success
TXN0090728,ACC004525,2022-05-02,Withdrawal,1000.00,ATM,Success
TXN0094235,ACC002923,2022-05-02,Deposit,22954.72,Net Banking,Success
TXN0097083,ACC000823,2022-05-02,Withdrawal,2072.43,UPI,Success
TXN0097191,ACC003062,2022-05-02,Transfer,23099.93,Mobile Banking,Success
TXN0104369,ACC004822,2022-05-02,Withdrawal,8706.10,UPI,Success
TXN0000765,ACC000848,2022-05-03,Deposit,4668.63,Mobile Banking,Success
TXN0000955,ACC001836,2022-05-03,Deposit,861.27,UPI,Success
TXN0001171,ACC004166,2022-05-03,Withdrawal,28389.94,Mobile Banking,Success
TXN0004972,ACC000871,2022-05-03,Deposit,16622.40,UPI,Success
TXN0006217,ACC004439,2022-05-03,Deposit,24846.79,UPI,Success
TXN0006800,ACC002382,2022-05-03,Deposit,27614.47,Net Banking,Success
TXN0010108,ACC003865,2022-05-03,Deposit,6763.69,Mobile Banking,Success
TXN0011702,ACC002539,2022-05-03,Withdrawal,780.07,UPI,Success
TXN0030383,ACC005369,2022-05-03,Withdrawal,322.20,Mobile Banking,Success
TXN0031223,ACC001031,2022-05-03,Withdrawal,27419.07,Mobile Banking,Success
TXN0033608,ACC006740,2022-05-03,Deposit,194.08,UPI,Success
TXN0036466,ACC003322,2022-05-03,Withdrawal,8489.60,Net Banking,Success
TXN0043272,ACC001690,2022-05-03,Withdrawal,98962.55,NEFT,Success
TXN0044110,ACC003087,2022-05-03,Deposit,19753.16,Net Banking,Success
TXN0047356,ACC003699,2022-05-03,Deposit,8124.57,UPI,Success
TXN0048400,ACC000027,2022-05-03,Withdrawal,7527.87,Mobile Banking,Pending
TXN0051577,ACC000385,2022-05-03,Withdrawal,2000.00,ATM,Success
TXN0053089,ACC003967,2022-05-03,Withdrawal,3000.00,ATM,Success
TXN0059418,ACC001769,2022-05-03,Deposit,207521.73,NEFT,Success
TXN0063628,ACC006137,2022-05-03,Withdrawal,136686.42,NEFT,Success
TXN0064307,ACC000943,2022-05-03,Transfer,13061.19,UPI,Success
TXN0068301,ACC001685,2022-05-03,Withdrawal,4500.00,ATM,Success
TXN0069367,ACC003144,2022-05-03,Withdrawal,29256.06,Net Banking,Success
TXN0070464,ACC003964,2022-05-03,Withdrawal,408.65,UPI,Success
TXN0071723,ACC002641,2022-05-03,Withdrawal,1000.00,ATM,Success
TXN0072213,ACC003051,2022-05-03,Transfer,7198.15,Mobile Banking,Success
TXN0092622,ACC005467,2022-05-03,Withdrawal,25922.57,UPI,Success
TXN0102852,ACC005177,2022-05-03,Withdrawal,8000.00,ATM,Pending
TXN0103061,ACC006492,2022-05-03,Transfer,5952.39,UPI,Success
TXN0104429,ACC004173,2022-05-03,Deposit,8995.55,UPI,Success
TXN0000805,ACC004266,2022-05-04,Withdrawal,10000.00,ATM,Success
TXN0001475,ACC004777,2022-05-04,Withdrawal,3000.00,ATM,Success
TXN0003297,ACC001125,2022-05-04,Deposit,18277.63,IMPS,Success
TXN0010517,ACC006788,2022-05-04,Deposit,20322.56,Net Banking,Success
TXN0014690,ACC004075,2022-05-04,Withdrawal,8000.00,ATM,Success
TXN0016123,ACC002281,2022-05-04,Withdrawal,5000.00,ATM,Success
TXN0020176,ACC005525,2022-05-04,Withdrawal,8000.00,ATM,Success
TXN0021372,ACC004589,2022-05-04,Withdrawal,7282.35,Net Banking,Success
TXN0021581,ACC004988,2022-05-04,Withdrawal,4854.24,UPI,Success
TXN0021851,ACC001699,2022-05-04,Withdrawal,545.69,UPI,Success
TXN0025753,ACC004680,2022-05-04,Withdrawal,24063.84,Net Banking,Success
TXN0033793,ACC000636,2022-05-04,Withdrawal,23468.80,Net Banking,Success
TXN0038469,ACC005438,2022-05-04,Deposit,7639.10,POS / Debit Card,Success
TXN0039591,ACC006326,2022-05-04,Withdrawal,728.09,UPI,Success
TXN0039750,ACC004760,2022-05-04,Deposit,361.61,UPI,Success
TXN0040654,ACC001236,2022-05-04,Withdrawal,31948.27,Net Banking,Success
TXN0044441,ACC002134,2022-05-04,Deposit,332.23,UPI,Success
TXN0045704,ACC005160,2022-05-04,Withdrawal,29167.71,Mobile Banking,Success
TXN0049085,ACC001684,2022-05-04,Withdrawal,5274.32,UPI,Success
TXN0050236,ACC003615,2022-05-04,Transfer,6209.93,UPI,Failed
TXN0054830,ACC001479,2022-05-04,Deposit,1557.21,UPI,Success
TXN0056476,ACC004699,2022-05-04,Deposit,29132.07,Branch,Success
TXN0057253,ACC004001,2022-05-04,Withdrawal,646.34,UPI,Success
TXN0064636,ACC000024,2022-05-04,Deposit,1709.19,UPI,Success
TXN0071398,ACC006693,2022-05-04,Withdrawal,12299.96,UPI,Success
TXN0081210,ACC004719,2022-05-04,Deposit,28405.97,Mobile Banking,Pending
TXN0083197,ACC000037,2022-05-04,Withdrawal,22439.49,Net Banking,Success
TXN0085067,ACC004578,2022-05-04,Withdrawal,39911.58,NEFT,Success
TXN0088366,ACC000998,2022-05-04,Withdrawal,133669.24,NEFT,Success
TXN0090649,ACC003903,2022-05-04,Deposit,926.24,UPI,Success
TXN0092964,ACC003144,2022-05-04,Withdrawal,706.56,UPI,Success
TXN0093773,ACC004676,2022-05-04,Deposit,176273.09,NEFT,Success
TXN0094490,ACC001912,2022-05-04,Deposit,5406.93,UPI,Success
TXN0098792,ACC004653,2022-05-04,Withdrawal,4500.00,ATM,Success
TXN0099010,ACC000873,2022-05-04,Withdrawal,12298.05,Mobile Banking,Success
TXN0100394,ACC004156,2022-05-04,Withdrawal,75.53,UPI,Success
TXN0103358,ACC004478,2022-05-04,Withdrawal,36284.40,UPI,Success
TXN0001462,ACC006864,2022-05-05,Withdrawal,1450.01,UPI,Success
TXN0003394,ACC001103,2022-05-05,Withdrawal,238362.90,IMPS,Success
TXN0003470,ACC006848,2022-05-05,Withdrawal,217767.64,NEFT,Success
TXN0005097,ACC006317,2022-05-05,Deposit,21989.38,UPI,Success
TXN0010971,ACC003160,2022-05-05,Withdrawal,10000.00,ATM,Success
TXN0013600,ACC000439,2022-05-05,Withdrawal,1000.00,ATM,Success
TXN0022770,ACC000617,2022-05-05,Deposit,6839.16,UPI,Success
TXN0027350,ACC000036,2022-05-05,Deposit,13573.84,Net Banking,Success
TXN0028243,ACC000213,2022-05-05,Withdrawal,24350.54,Net Banking,Success
TXN0036581,ACC006704,2022-05-05,Withdrawal,4500.00,ATM,Pending
TXN0040839,ACC000305,2022-05-05,Withdrawal,408.46,UPI,Success
TXN0050819,ACC003672,2022-05-05,Withdrawal,36474.08,IMPS,Success
TXN0050846,ACC004918,2022-05-05,Transfer,31109.23,Net Banking,Success
TXN0053045,ACC006757,2022-05-05,Withdrawal,5000.00,ATM,Success
TXN0063609,ACC004295,2022-05-05,Withdrawal,761.61,UPI,Success
TXN0069809,ACC006865,2022-05-05,Deposit,714.68,UPI,Success
TXN0072293,ACC000315,2022-05-05,Transfer,1661.13,POS / Debit Card,Success
TXN0076428,ACC001249,2022-05-05,Withdrawal,206997.99,Branch,Success
TXN0079723,ACC001183,2022-05-05,Deposit,268.20,UPI,Success
TXN0080987,ACC004153,2022-05-05,Deposit,33258.37,Mobile Banking,Success
TXN0082027,ACC002703,2022-05-05,Withdrawal,1251.47,Mobile Banking,Success
TXN0082732,ACC004230,2022-05-05,Withdrawal,2170.71,UPI,Success
TXN0088433,ACC004878,2022-05-05,Deposit,603.54,UPI,Success
TXN0095052,ACC001690,2022-05-05,Withdrawal,1000.00,ATM,Success
TXN0095989,ACC006052,2022-05-05,Withdrawal,26749.98,Net Banking,Failed
TXN0097784,ACC003955,2022-05-05,Deposit,291260.30,Branch,Success
TXN0099299,ACC003525,2022-05-05,Withdrawal,23926.63,Mobile Banking,Success
TXN0100862,ACC004987,2022-05-05,Deposit,7225.66,Net Banking,Success
TXN0101472,ACC005391,2022-05-05,Withdrawal,8000.00,ATM,Success
TXN0004727,ACC001961,2022-05-06,Withdrawal,1877.77,UPI,Success
TXN0008890,ACC005607,2022-05-06,Withdrawal,173287.40,NEFT,Success
TXN0011134,ACC003130,2022-05-06,Deposit,2598.64,UPI,Success
TXN0013833,ACC002250,2022-05-06,Deposit,3005.46,POS / Debit Card,Success
TXN0018143,ACC001710,2022-05-06,Withdrawal,10505.60,Mobile Banking,Failed
TXN0026015,ACC001165,2022-05-06,Withdrawal,13468.33,Net Banking,Success
TXN0026260,ACC003374,2022-05-06,Deposit,124735.03,Branch,Success
TXN0027677,ACC004637,2022-05-06,Withdrawal,240856.91,IMPS,Success
TXN0032476,ACC002451,2022-05-06,Withdrawal,8000.00,ATM,Success
TXN0035528,ACC003232,2022-05-06,Withdrawal,5000.00,ATM,Success
TXN0038193,ACC006852,2022-05-06,Withdrawal,6164.37,Mobile Banking,Success
TXN0039707,ACC006935,2022-05-06,Transfer,34407.63,Net Banking,Success
TXN0039753,ACC002781,2022-05-06,Withdrawal,67707.64,NEFT,Success
TXN0052372,ACC000379,2022-05-06,Withdrawal,17396.91,Mobile Banking,Success
TXN0052431,ACC004497,2022-05-06,Withdrawal,3000.00,ATM,Success
TXN0053596,ACC005914,2022-05-06,Withdrawal,113610.01,IMPS,Success
TXN0064049,ACC000382,2022-05-06,Withdrawal,6422.30,UPI,Success
TXN0069527,ACC005564,2022-05-06,Deposit,10055.23,Mobile Banking,Success
TXN0071194,ACC001592,2022-05-06,Withdrawal,10000.00,ATM,Success
TXN0074297,ACC004612,2022-05-06,Transfer,27251.16,UPI,Success
TXN0074371,ACC000587,2022-05-06,Withdrawal,223023.82,NEFT,Success
TXN0074473,ACC004189,2022-05-06,Withdrawal,945.37,UPI,Success
TXN0074699,ACC005194,2022-05-06,Withdrawal,26722.33,Net Banking,Success
TXN0076353,ACC006018,2022-05-06,Transfer,2217.70,UPI,Success
TXN0081311,ACC002003,2022-05-06,Withdrawal,20742.17,Mobile Banking,Success
TXN0082422,ACC002844,2022-05-06,Withdrawal,73822.83,IMPS,Success
TXN0082660,ACC006836,2022-05-06,Deposit,38275.61,Branch,Success
TXN0089543,ACC003198,2022-05-06,Withdrawal,8780.85,UPI,Success
TXN0090796,ACC002633,2022-05-06,Withdrawal,4500.00,ATM,Success
TXN0091691,ACC003000,2022-05-06,Withdrawal,334.78,UPI,Success
TXN0091878,ACC001189,2022-05-06,Withdrawal,292.30,UPI,Success
TXN0099424,ACC004951,2022-05-06,Withdrawal,213546.36,IMPS,Success
TXN0102153,ACC003402,2022-05-06,Withdrawal,30202.26,Mobile Banking,Success
TXN0104505,ACC000134,2022-05-06,Deposit,35833.77,UPI,Success
TXN0005010,ACC001405,2022-05-07,Withdrawal,175.67,UPI,Success
TXN0013231,ACC006326,2022-05-07,Deposit,467.99,UPI,Success
TXN0014198,ACC004545,2022-05-07,Withdrawal,3000.00,ATM,Success
TXN0015814,ACC000625,2022-05-07,Deposit,15296.36,Mobile Banking,Success
TXN0019000,ACC006659,2022-05-07,Transfer,230469.02,IMPS,Success
TXN0019388,ACC003605,2022-05-07,Deposit,3297.75,UPI,Success
TXN0020704,ACC001737,2022-05-07,Withdrawal,21006.45,Mobile Banking,Success
TXN0023132,ACC004518,2022-05-07,Withdrawal,10000.00,ATM,Success
TXN0028653,ACC000383,2022-05-07,Withdrawal,3000.00,ATM,Failed
TXN0029972,ACC000431,2022-05-07,Withdrawal,452.79,UPI,Failed
TXN0032101,ACC004956,2022-05-07,Deposit,209.81,UPI,Success
TXN0033562,ACC005570,2022-05-07,Withdrawal,17598.58,Mobile Banking,Failed
TXN0033792,ACC000439,2022-05-07,Withdrawal,3000.00,ATM,Success
TXN0035762,ACC000558,2022-05-07,Withdrawal,8000.00,ATM,Success
TXN0035930,ACC006636,2022-05-07,Transfer,331.10,UPI,Success
TXN0036227,ACC006731,2022-05-07,Withdrawal,4500.00,ATM,Success
TXN0037923,ACC001672,2022-05-07,Withdrawal,18173.45,Mobile Banking,Success
TXN0039612,ACC003333,2022-05-07,Deposit,16133.55,Net Banking,Success
TXN0043200,ACC000545,2022-05-07,Deposit,399.49,UPI,Success
TXN0043939,ACC002896,2022-05-07,Withdrawal,244267.41,NEFT,Success
TXN0051948,ACC006115,2022-05-07,Deposit,249768.70,NEFT,Success
TXN0053242,ACC001591,2022-05-07,Transfer,3217.64,Mobile Banking,Success
TXN0059958,ACC006318,2022-05-07,Withdrawal,500.00,ATM,Failed
TXN0063479,ACC000992,2022-05-07,Withdrawal,227102.85,Branch,Success
TXN0065240,ACC001215,2022-05-07,Withdrawal,182894.85,IMPS,Success
TXN0067532,ACC002167,2022-05-07,Deposit,71194.48,NEFT,Success
TXN0068361,ACC005948,2022-05-07,Withdrawal,8000.00,ATM,Success
TXN0070505,ACC003668,2022-05-07,Withdrawal,8686.35,UPI,Success
TXN0077871,ACC001183,2022-05-07,Withdrawal,220743.76,NEFT,Success
TXN0078150,ACC003661,2022-05-07,Deposit,317054.69,Branch,Success
TXN0079728,ACC001169,2022-05-07,Withdrawal,500.00,ATM,Success
TXN0083451,ACC000286,2022-05-07,Withdrawal,8000.00,ATM,Success
TXN0088030,ACC004439,2022-05-07,Withdrawal,1000.00,ATM,Success
TXN0089422,ACC003565,2022-05-07,Withdrawal,24378.02,Net Banking,Failed
TXN0090077,ACC002529,2022-05-07,Withdrawal,8003.35,UPI,Success
TXN0098466,ACC006963,2022-05-07,Withdrawal,468.88,UPI,Success
TXN0098999,ACC003765,2022-05-07,Withdrawal,22157.09,Mobile Banking,Success
TXN0099350,ACC001249,2022-05-07,Deposit,898.57,UPI,Success
TXN0004123,ACC003980,2022-05-08,Transfer,735.58,Net Banking,Success
TXN0006957,ACC003516,2022-05-08,Deposit,29588.35,Net Banking,Success
TXN0009641,ACC002685,2022-05-08,Withdrawal,4500.00,ATM,Pending
TXN0019946,ACC006971,2022-05-08,Withdrawal,3301.33,UPI,Success
TXN0022178,ACC002405,2022-05-08,Withdrawal,23124.69,NEFT,Success
TXN0025113,ACC005324,2022-05-08,Withdrawal,9856.76,UPI,Success
TXN0026365,ACC006018,2022-05-08,Withdrawal,16282.63,Net Banking,Success
TXN0033986,ACC000574,2022-05-08,Deposit,793.38,UPI,Failed
TXN0038491,ACC003147,2022-05-08,Withdrawal,11132.66,Branch,Success
TXN0041204,ACC000954,2022-05-08,Withdrawal,5000.00,ATM,Success
TXN0042084,ACC001373,2022-05-08,Withdrawal,190355.07,NEFT,Success
TXN0045672,ACC000577,2022-05-08,Deposit,213398.83,NEFT,Success
TXN0046700,ACC003787,2022-05-08,Withdrawal,36605.50,Branch,Success
TXN0048746,ACC002446,2022-05-08,Transfer,2351.37,UPI,Success
TXN0055221,ACC003444,2022-05-08,Withdrawal,39614.72,UPI,Success
TXN0065225,ACC004505,2022-05-08,Transfer,16917.24,Net Banking,Success
TXN0066136,ACC000292,2022-05-08,Withdrawal,21296.87,IMPS,Success
TXN0066697,ACC000780,2022-05-08,Withdrawal,8000.00,ATM,Success
TXN0067087,ACC004129,2022-05-08,Withdrawal,2160.67,UPI,Success
TXN0069355,ACC000952,2022-05-08,Withdrawal,103.52,UPI,Success
TXN0073088,ACC001948,2022-05-08,Withdrawal,4500.00,ATM,Success
TXN0074758,ACC001626,2022-05-08,Withdrawal,15100.63,Mobile Banking,Success
TXN0075894,ACC001314,2022-05-08,Withdrawal,5001.36,UPI,Success
TXN0075898,ACC005549,2022-05-08,Withdrawal,169452.27,IMPS,Success
TXN0077676,ACC004994,2022-05-08,Withdrawal,1000.00,ATM,Success
TXN0081863,ACC002427,2022-05-08,Deposit,20553.94,Net Banking,Success
TXN0082928,ACC001368,2022-05-08,Withdrawal,2000.00,ATM,Success
TXN0086750,ACC004800,2022-05-08,Withdrawal,7898.89,Net Banking,Success
TXN0089925,ACC003461,2022-05-08,Withdrawal,58.72,UPI,Success
TXN0093422,ACC001373,2022-05-08,Transfer,310295.36,Branch,Success
