Payment_ID,Loan_ID,Payment_Date,Payment_Amount,Payment_Status
PAY0076928,LOAN02916,2019-09-21,44747.82,Paid
PAY0007135,LOAN00280,2019-09-22,17221.51,Paid
PAY0012717,LOAN00482,2019-09-22,35548.90,Paid
PAY0013752,LOAN00522,2019-09-22,36927.80,Paid
PAY0014886,LOAN00558,2019-09-22,8271.08,Paid
PAY0021072,LOAN00795,2019-09-22,37509.84,Paid
PAY0022735,LOAN00852,2019-09-22,16511.01,Paid
PAY0028265,LOAN01060,2019-09-22,16053.78,Paid
PAY0039208,LOAN01489,2019-09-22,62402.73,Paid
PAY0041368,LOAN01559,2019-09-22,2435.04,Paid
PAY0041401,LOAN01560,2019-09-22,116324.74,Paid
PAY0045806,LOAN01722,2019-09-22,67388.77,Paid
PAY0046042,LOAN01730,2019-09-22,31095.05,Paid
PAY0047029,LOAN01770,2019-09-22,8673.19,Paid
PAY0047034,LOAN01772,2019-09-22,6305.18,Paid
PAY0051778,LOAN01972,2019-09-22,64090.46,Paid
PAY0062104,LOAN02367,2019-09-22,5469.75,Late
PAY0068546,LOAN02598,2019-09-22,39475.46,Paid
PAY0070993,LOAN02698,2019-09-22,42486.54,Paid
PAY0074431,LOAN02829,2019-09-22,98979.15,Paid
PAY0077286,LOAN02931,2019-09-22,21141.42,Paid
PAY0077464,LOAN02938,2019-09-22,22900.98,Late
PAY0012248,LOAN00464,2019-09-23,27265.40,Paid
PAY0021355,LOAN00805,2019-09-23,114759.04,Paid
PAY0026361,LOAN00987,2019-09-23,166952.10,Paid
PAY0027969,LOAN01050,2019-09-23,4289.17,Paid
PAY0028426,LOAN01067,2019-09-23,29220.98,Paid
PAY0031282,LOAN01179,2019-09-23,46655.18,Paid
PAY0031720,LOAN01200,2019-09-23,66096.93,Paid
PAY0034126,LOAN01292,2019-09-23,11299.49,Paid
PAY0034854,LOAN01317,2019-09-23,27937.14,Paid
PAY0043116,LOAN01630,2019-09-23,72271.87,Late
PAY0046372,LOAN01744,2019-09-23,16486.41,Paid
PAY0048721,LOAN01836,2019-09-23,34806.78,Paid
PAY0049966,LOAN01898,2019-09-23,15987.55,Paid
PAY0052429,LOAN01994,2019-09-23,69522.34,Paid
PAY0054996,LOAN02098,2019-09-23,7339.42,Paid
PAY0057216,LOAN02185,2019-09-23,75426.19,Late
PAY0058192,LOAN02229,2019-09-23,21887.19,Paid
PAY0060109,LOAN02292,2019-09-23,51805.36,Late
PAY0068488,LOAN02597,2019-09-23,39291.07,Paid
PAY0076809,LOAN02912,2019-09-23,29746.09,Paid
PAY0008244,LOAN00310,2019-09-24,38635.05,Paid
PAY0011231,LOAN00430,2019-09-24,14292.05,Paid
PAY0015903,LOAN00596,2019-09-24,55070.07,Paid
PAY0019582,LOAN00737,2019-09-24,18999.50,Paid
PAY0021267,LOAN00803,2019-09-24,45910.29,Paid
PAY0023990,LOAN00899,2019-09-24,47067.08,Paid
PAY0026722,LOAN01005,2019-09-24,13052.16,Paid
PAY0031196,LOAN01177,2019-09-24,25562.87,Paid
PAY0032646,LOAN01231,2019-09-24,32456.79,Paid
PAY0038741,LOAN01473,2019-09-24,17884.86,Paid
PAY0042544,LOAN01606,2019-09-24,62579.29,Paid
PAY0045465,LOAN01711,2019-09-24,95818.81,Paid
PAY0047274,LOAN01780,2019-09-24,13251.50,Paid
PAY0051603,LOAN01968,2019-09-24,54286.37,Paid
PAY0053837,LOAN02047,2019-09-24,13538.51,Paid
PAY0054668,LOAN02086,2019-09-24,12081.54,Paid
PAY0055507,LOAN02116,2019-09-24,72585.82,Paid
PAY0060478,LOAN02308,2019-09-24,20800.86,Paid
PAY0065167,LOAN02487,2019-09-24,22407.12,Paid
PAY0074048,LOAN02810,2019-09-24,78857.71,Paid
PAY0078101,LOAN02960,2019-09-24,26996.51,Paid
PAY0008390,LOAN00318,2019-09-25,41740.23,Paid
PAY0042283,LOAN01596,2019-09-25,88890.01,Paid
PAY0043882,LOAN01655,2019-09-25,92693.44,Paid
PAY0047387,LOAN01784,2019-09-25,14575.05,Paid
PAY0049008,LOAN01855,2019-09-25,85431.68,Paid
PAY0051091,LOAN01942,2019-09-25,30589.35,Paid
PAY0053445,LOAN02032,2019-09-25,30845.06,Paid
PAY0066054,LOAN02520,2019-09-25,96976.41,Late
PAY0010675,LOAN00413,2019-09-26,31751.92,Paid
PAY0013102,LOAN00497,2019-09-26,91977.50,Paid
PAY0015447,LOAN00579,2019-09-26,24957.70,Paid
PAY0017071,LOAN00641,2019-09-26,94166.11,Paid
PAY0020682,LOAN00779,2019-09-26,92017.38,Paid
PAY0024197,LOAN00905,2019-09-26,25516.67,Paid
PAY0036431,LOAN01388,2019-09-26,92935.64,Paid
PAY0036982,LOAN01407,2019-09-26,40838.57,Paid
PAY0041762,LOAN01571,2019-09-26,40148.82,Paid
PAY0047559,LOAN01788,2019-09-26,22931.86,Paid
PAY0047780,LOAN01798,2019-09-26,39725.39,Paid
PAY0052544,LOAN01999,2019-09-26,12913.56,Paid
PAY0058949,LOAN02254,2019-09-26,3880.25,Late
PAY0068817,LOAN02611,2019-09-26,30395.15,Paid
PAY0069021,LOAN02619,2019-09-26,22511.10,Paid
PAY0000363,LOAN00015,2019-09-27,15871.39,Paid
PAY0002399,LOAN00098,2019-09-27,75363.02,Paid
PAY0003104,LOAN00125,2019-09-27,50592.45,Paid
PAY0005879,LOAN00233,2019-09-27,5491.03,Paid
PAY0008340,LOAN00315,2019-09-27,31425.33,Failed
PAY0008752,LOAN00329,2019-09-27,11917.35,Late
PAY0019063,LOAN00715,2019-09-27,59555.44,Paid
PAY0019448,LOAN00731,2019-09-27,74874.86,Paid
PAY0022764,LOAN00853,2019-09-27,71783.36,Paid
PAY0023780,LOAN00887,2019-09-27,42558.29,Paid
PAY0026461,LOAN00994,2019-09-27,30194.70,Paid
PAY0035003,LOAN01322,2019-09-27,13620.88,Late
PAY0038254,LOAN01457,2019-09-27,28716.65,Paid
PAY0042127,LOAN01590,2019-09-27,27091.50,Paid
PAY0043452,LOAN01642,2019-09-27,95487.63,Paid
PAY0045001,LOAN01692,2019-09-27,41824.35,Paid
PAY0061630,LOAN02348,2019-09-27,1970.21,Late
PAY0061804,LOAN02356,2019-09-27,23577.80,Late
PAY0062728,LOAN02391,2019-09-27,13141.10,Paid
PAY0067207,LOAN02556,2019-09-27,18769.45,Paid
PAY0070116,LOAN02666,2019-09-27,12410.43,Paid
PAY0072625,LOAN02754,2019-09-27,68269.80,Paid
PAY0075887,LOAN02881,2019-09-27,13063.53,Paid
PAY0003391,LOAN00133,2019-09-28,122938.98,Paid
PAY0008034,LOAN00305,2019-09-28,22853.88,Paid
PAY0025069,LOAN00939,2019-09-28,23922.21,Late
PAY0035864,LOAN01367,2019-09-28,21612.99,Paid
PAY0044719,LOAN01683,2019-09-28,215456.71,Paid
PAY0003324,LOAN00132,2019-09-29,9688.69,Paid
PAY0003638,LOAN00143,2019-09-29,109484.21,Late
PAY0007019,LOAN00278,2019-09-29,17866.68,Paid
PAY0023119,LOAN00865,2019-09-29,72767.17,Paid
PAY0033954,LOAN01289,2019-09-29,54256.33,Paid
PAY0044780,LOAN01684,2019-09-29,50170.03,Paid
PAY0059380,LOAN02267,2019-09-29,16015.80,Late
PAY0060585,LOAN02312,2019-09-29,48620.66,Paid
PAY0065479,LOAN02496,2019-09-29,97610.60,Paid
PAY0073108,LOAN02768,2019-09-29,86295.59,Paid
PAY0074803,LOAN02844,2019-09-29,25185.11,Paid
PAY0004545,LOAN00182,2019-09-30,42089.04,Paid
PAY0011728,LOAN00448,2019-09-30,44900.31,Paid
PAY0015381,LOAN00576,2019-09-30,16467.07,Paid
PAY0016454,LOAN00614,2019-09-30,13358.62,Paid
PAY0020330,LOAN00770,2019-09-30,65555.76,Paid
PAY0021482,LOAN00810,2019-09-30,55039.25,Paid
PAY0024317,LOAN00907,2019-09-30,7544.45,Paid
PAY0029000,LOAN01095,2019-09-30,39164.11,Paid
PAY0029123,LOAN01102,2019-09-30,27960.47,Paid
PAY0046816,LOAN01761,2019-09-30,20500.47,Paid
PAY0062942,LOAN02401,2019-09-30,11414.69,Late
PAY0072257,LOAN02744,2019-09-30,92937.37,Paid
PAY0001699,LOAN00074,2019-10-01,83029.64,Paid
PAY0011066,LOAN00425,2019-10-01,91578.66,Paid
PAY0011287,LOAN00431,2019-10-01,28136.74,Late
PAY0022182,LOAN00834,2019-10-01,53051.12,Paid
PAY0024468,LOAN00913,2019-10-01,54591.98,Paid
PAY0026339,LOAN00985,2019-10-01,24621.03,Paid
PAY0029455,LOAN01114,2019-10-01,18349.06,Paid
PAY0030078,LOAN01141,2019-10-01,9694.91,Paid
PAY0030438,LOAN01155,2019-10-01,31224.45,Paid
PAY0034249,LOAN01295,2019-10-01,12015.05,Paid
PAY0035971,LOAN01372,2019-10-01,97298.36,Paid
PAY0040365,LOAN01524,2019-10-01,38122.72,Paid
PAY0055426,LOAN02114,2019-10-01,55566.19,Paid
PAY0067624,LOAN02572,2019-10-01,19165.94,Paid
PAY0069330,LOAN02632,2019-10-01,4288.80,Paid
PAY0073763,LOAN02797,2019-10-01,51472.08,Paid
PAY0001465,LOAN00065,2019-10-02,13184.93,Paid
PAY0005131,LOAN00208,2019-10-02,22105.16,Paid
PAY0005240,LOAN00210,2019-10-02,48244.24,Paid
PAY0005420,LOAN00217,2019-10-02,57506.48,Paid
PAY0006905,LOAN00275,2019-10-02,206764.44,Paid
PAY0015250,LOAN00574,2019-10-02,23438.31,Late
PAY0025481,LOAN00953,2019-10-02,51806.48,Paid
PAY0028090,LOAN01055,2019-10-02,18971.83,Paid
PAY0032446,LOAN01224,2019-10-02,35707.52,Paid
PAY0038513,LOAN01466,2019-10-02,20128.16,Paid
PAY0039534,LOAN01498,2019-10-02,32800.01,Paid
PAY0040878,LOAN01540,2019-10-02,27991.95,Paid
PAY0043627,LOAN01649,2019-10-02,52659.47,Paid
PAY0050780,LOAN01934,2019-10-02,34489.53,Paid
PAY0051642,LOAN01970,2019-10-02,30328.18,Paid
PAY0054798,LOAN02090,2019-10-02,18402.20,Paid
PAY0065963,LOAN02519,2019-10-02,27291.72,Paid
PAY0069919,LOAN02656,2019-10-02,54946.23,Paid
PAY0003552,LOAN00139,2019-10-03,28272.64,Paid
PAY0006401,LOAN00257,2019-10-03,32788.41,Paid
PAY0006813,LOAN00273,2019-10-03,39229.92,Paid
PAY0008811,LOAN00330,2019-10-03,97539.83,Paid
PAY0014781,LOAN00555,2019-10-03,25323.19,Paid
PAY0015748,LOAN00587,2019-10-03,65488.94,Paid
PAY0016113,LOAN00601,2019-10-03,31555.27,Paid
PAY0019274,LOAN00723,2019-10-03,7742.15,Paid
PAY0023645,LOAN00880,2019-10-03,7377.46,Paid
PAY0024867,LOAN00931,2019-10-03,9832.79,Late
PAY0034916,LOAN01320,2019-10-03,36599.52,Paid
PAY0036728,LOAN01396,2019-10-03,29196.75,Paid
PAY0037708,LOAN01439,2019-10-03,39220.70,Paid
PAY0038103,LOAN01453,2019-10-03,72463.97,Paid
PAY0038161,LOAN01454,2019-10-03,11811.44,Paid
PAY0038641,LOAN01469,2019-10-03,52775.46,Paid
PAY0047710,LOAN01797,2019-10-03,67999.51,Paid
PAY0048820,LOAN01844,2019-10-03,38201.08,Paid
PAY0049281,LOAN01865,2019-10-03,18967.81,Paid
PAY0057739,LOAN02204,2019-10-03,34098.26,Paid
PAY0059023,LOAN02256,2019-10-03,13916.47,Paid
PAY0061093,LOAN02327,2019-10-03,35917.03,Paid
PAY0075481,LOAN02867,2019-10-03,22082.39,Paid
PAY0078377,LOAN02972,2019-10-03,19766.70,Paid
PAY0006043,LOAN00241,2019-10-04,38792.48,Paid
PAY0006642,LOAN00265,2019-10-04,21171.90,Paid
PAY0009150,LOAN00346,2019-10-04,22010.50,Paid
PAY0013946,LOAN00527,2019-10-04,14404.91,Paid
PAY0014101,LOAN00530,2019-10-04,110073.82,Paid
PAY0015661,LOAN00586,2019-10-04,26411.00,Paid
PAY0022055,LOAN00831,2019-10-04,27721.43,Paid
PAY0038888,LOAN01478,2019-10-04,62644.86,Late
PAY0041039,LOAN01543,2019-10-04,27625.02,Paid
PAY0044198,LOAN01665,2019-10-04,90371.66,Paid
PAY0059288,LOAN02264,2019-10-04,8673.22,Paid
PAY0066186,LOAN02525,2019-10-04,27624.74,Paid
PAY0066586,LOAN02535,2019-10-04,9118.21,Late
PAY0018796,LOAN00708,2019-10-05,12030.51,Paid
PAY0033304,LOAN01265,2019-10-05,21658.99,Paid
PAY0039057,LOAN01483,2019-10-05,31714.88,Paid
PAY0048206,LOAN01813,2019-10-05,18722.18,Paid
PAY0055213,LOAN02105,2019-10-05,63948.04,Paid
PAY0061238,LOAN02330,2019-10-05,38888.18,Paid
PAY0065320,LOAN02491,2019-10-05,125796.13,Paid
PAY0065756,LOAN02512,2019-10-05,12571.01,Paid
PAY0066433,LOAN02529,2019-10-05,19261.14,Paid
PAY0067085,LOAN02553,2019-10-05,38838.73,Paid
PAY0069440,LOAN02636,2019-10-05,20956.86,Paid
PAY0009663,LOAN00375,2019-10-06,8270.79,Paid
PAY0011157,LOAN00429,2019-10-06,14625.04,Paid
PAY0014042,LOAN00529,2019-10-06,73468.34,Paid
PAY0014245,LOAN00537,2019-10-06,113039.18,Paid
PAY0020471,LOAN00772,2019-10-06,29918.84,Paid
PAY0021665,LOAN00816,2019-10-06,28033.73,Paid
PAY0030622,LOAN01158,2019-10-06,17667.33,Paid
PAY0030897,LOAN01167,2019-10-06,13026.57,Paid
PAY0033392,LOAN01268,2019-10-06,4565.64,Paid
PAY0044276,LOAN01667,2019-10-06,54845.34,Paid
PAY0044337,LOAN01668,2019-10-06,56205.46,Paid
PAY0055601,LOAN02118,2019-10-06,132057.10,Paid
PAY0055745,LOAN02124,2019-10-06,12852.72,Paid
PAY0062048,LOAN02364,2019-10-06,16965.12,Paid
PAY0063226,LOAN02409,2019-10-06,85417.05,Paid
PAY0063415,LOAN02413,2019-10-06,73019.08,Paid
PAY0063915,LOAN02438,2019-10-06,38529.97,Paid
PAY0066960,LOAN02548,2019-10-06,11120.36,Paid
PAY0073354,LOAN02780,2019-10-06,34990.98,Late
PAY0074696,LOAN02841,2019-10-06,48843.33,Paid
PAY0075617,LOAN02872,2019-10-06,110711.93,Paid
PAY0001084,LOAN00047,2019-10-07,110469.87,Paid
PAY0014452,LOAN00542,2019-10-07,89771.07,Paid
PAY0031892,LOAN01204,2019-10-07,26195.90,Late
PAY0044398,LOAN01669,2019-10-07,13887.92,Paid
PAY0050271,LOAN01912,2019-10-07,56701.62,Paid
PAY0060738,LOAN02315,2019-10-07,18814.45,Paid
PAY0063328,LOAN02412,2019-10-07,4715.78,Paid
PAY0067934,LOAN02581,2019-10-07,24281.21,Paid
PAY0000261,LOAN00011,2019-10-08,44806.09,Paid
PAY0003973,LOAN00161,2019-10-08,44464.58,Paid
PAY0004089,LOAN00165,2019-10-08,7610.45,Paid
PAY0020115,LOAN00760,2019-10-08,112209.10,Paid
PAY0027029,LOAN01014,2019-10-08,101634.23,Paid
PAY0028624,LOAN01076,2019-10-08,28582.33,Paid
PAY0034766,LOAN01312,2019-10-08,6630.76,Paid
PAY0036533,LOAN01391,2019-10-08,22271.10,Paid
PAY0036602,LOAN01393,2019-10-08,34879.15,Paid
PAY0037908,LOAN01446,2019-10-08,63849.44,Paid
PAY0050684,LOAN01932,2019-10-08,46630.80,Paid
PAY0052958,LOAN02016,2019-10-08,4284.56,Late
PAY0059677,LOAN02280,2019-10-08,22587.57,Paid
PAY0059956,LOAN02288,2019-10-08,30480.71,Paid
PAY0061960,LOAN02363,2019-10-08,22257.36,Paid
PAY0070721,LOAN02690,2019-10-08,15159.25,Late
PAY0072158,LOAN02741,2019-10-08,41595.30,Paid
PAY0075950,LOAN02883,2019-10-08,12578.98,Paid
PAY0007447,LOAN00287,2019-10-09,55198.78,Paid
PAY0013367,LOAN00508,2019-10-09,14093.59,Paid
PAY0025706,LOAN00960,2019-10-09,11315.73,Paid
PAY0025951,LOAN00970,2019-10-09,24992.48,Paid
PAY0032054,LOAN01209,2019-10-09,54227.38,Late
PAY0041260,LOAN01550,2019-10-09,30063.52,Paid
PAY0041486,LOAN01563,2019-10-09,92657.14,Paid
PAY0045162,LOAN01700,2019-10-09,26252.23,Late
PAY0045620,LOAN01715,2019-10-09,80424.22,Paid
PAY0046544,LOAN01752,2019-10-09,41464.63,Paid
PAY0050070,LOAN01902,2019-10-09,36460.68,Paid
PAY0052579,LOAN02002,2019-10-09,56933.58,Paid
PAY0063026,LOAN02403,2019-10-09,40385.58,Paid
PAY0065623,LOAN02504,2019-10-09,9593.76,Late
PAY0070810,LOAN02692,2019-10-09,33717.41,Paid
PAY0071799,LOAN02730,2019-10-09,14474.43,Paid
PAY0076174,LOAN02892,2019-10-09,68050.08,Paid
PAY0007914,LOAN00302,2019-10-10,53749.65,Paid
PAY0009433,LOAN00362,2019-10-10,42751.91,Paid
PAY0010493,LOAN00407,2019-10-10,16249.82,Paid
PAY0010751,LOAN00414,2019-10-10,20642.76,Paid
PAY0012931,LOAN00491,2019-10-10,154016.57,Paid
PAY0012986,LOAN00492,2019-10-10,31798.64,Paid
PAY0017190,LOAN00644,2019-10-10,15472.48,Paid
PAY0017268,LOAN00649,2019-10-10,26706.69,Paid
PAY0019755,LOAN00743,2019-10-10,12547.66,Paid
PAY0020263,LOAN00768,2019-10-10,26404.56,Paid
PAY0022670,LOAN00851,2019-10-10,16689.06,Paid
PAY0029475,LOAN01115,2019-10-10,38343.87,Paid
PAY0037842,LOAN01445,2019-10-10,22729.98,Paid
PAY0041156,LOAN01548,2019-10-10,62220.26,Paid
PAY0046639,LOAN01755,2019-10-10,34592.61,Paid
PAY0048602,LOAN01832,2019-10-10,24696.31,Paid
PAY0058465,LOAN02239,2019-10-10,65781.46,Paid
PAY0059100,LOAN02259,2019-10-10,90050.21,Paid
PAY0064074,LOAN02444,2019-10-10,11586.97,Paid
PAY0068102,LOAN02584,2019-10-10,19753.57,Paid
PAY0068257,LOAN02592,2019-10-10,75268.29,Paid
PAY0070604,LOAN02683,2019-10-10,37857.53,Paid
PAY0072750,LOAN02757,2019-10-10,68514.67,Paid
PAY0076743,LOAN02910,2019-10-10,34711.35,Paid
PAY0000766,LOAN00030,2019-10-11,63875.13,Failed
PAY0002582,LOAN00105,2019-10-11,14372.49,Late
PAY0007712,LOAN00296,2019-10-11,24330.34,Paid
PAY0023350,LOAN00870,2019-10-11,31727.88,Paid
PAY0027215,LOAN01024,2019-10-11,46286.53,Paid
PAY0029754,LOAN01128,2019-10-11,63395.76,Paid
PAY0037205,LOAN01416,2019-10-11,64655.46,Paid
PAY0038671,LOAN01471,2019-10-11,52007.10,Paid
PAY0041129,LOAN01547,2019-10-11,52264.78,Paid
PAY0045725,LOAN01718,2019-10-11,50422.01,Late
PAY0048095,LOAN01809,2019-10-11,60814.20,Paid
PAY0048932,LOAN01851,2019-10-11,9327.59,Paid
PAY0051922,LOAN01977,2019-10-11,22515.87,Paid
PAY0067823,LOAN02579,2019-10-11,21965.62,Paid
PAY0068400,LOAN02596,2019-10-11,97263.20,Paid
PAY0068693,LOAN02607,2019-10-11,15955.81,Paid
PAY0070274,LOAN02672,2019-10-11,87799.99,Paid
PAY0076655,LOAN02908,2019-10-11,33541.47,Paid
PAY0078269,LOAN02965,2019-10-11,36410.64,Paid
PAY0004487,LOAN00181,2019-10-12,22595.68,Paid
PAY0010582,LOAN00410,2019-10-12,36008.14,Paid
PAY0010963,LOAN00423,2019-10-12,27382.89,Paid
PAY0014812,LOAN00556,2019-10-12,7521.19,Paid
PAY0015313,LOAN00575,2019-10-12,48825.50,Paid
PAY0022391,LOAN00840,2019-10-12,26066.82,Paid
PAY0027273,LOAN01025,2019-10-12,70084.71,Paid
PAY0027516,LOAN01035,2019-10-12,35051.02,Paid
PAY0027640,LOAN01038,2019-10-12,20487.35,Paid
PAY0030198,LOAN01147,2019-10-12,23545.71,Paid
PAY0035206,LOAN01337,2019-10-12,8467.27,Paid
PAY0036862,LOAN01403,2019-10-12,41456.37,Paid
PAY0040429,LOAN01525,2019-10-12,8775.60,Paid
PAY0040488,LOAN01526,2019-10-12,72566.17,Paid
PAY0043772,LOAN01653,2019-10-12,35593.71,Paid
PAY0047490,LOAN01787,2019-10-12,53299.00,Paid
PAY0049802,LOAN01893,2019-10-12,17175.25,Paid
PAY0054182,LOAN02062,2019-10-12,38102.81,Paid
PAY0057442,LOAN02191,2019-10-12,59774.45,Paid
PAY0061043,LOAN02326,2019-10-12,2707.72,Late
PAY0068944,LOAN02615,2019-10-12,21636.36,Paid
PAY0003444,LOAN00134,2019-10-13,25221.85,Paid
PAY0011836,LOAN00451,2019-10-13,56160.63,Paid
PAY0018479,LOAN00696,2019-10-13,43686.51,Paid
PAY0027390,LOAN01029,2019-10-13,6918.36,Paid
PAY0028885,LOAN01088,2019-10-13,25850.20,Paid
PAY0037116,LOAN01412,2019-10-13,48345.63,Paid
PAY0045323,LOAN01707,2019-10-13,78396.52,Paid
PAY0066518,LOAN02533,2019-10-13,14353.60,Paid
PAY0067372,LOAN02561,2019-10-13,76441.90,Late
PAY0005535,LOAN00222,2019-10-14,49668.89,Paid
PAY0012169,LOAN00462,2019-10-14,41404.35,Late
PAY0013285,LOAN00505,2019-10-14,135544.93,Paid
PAY0017377,LOAN00654,2019-10-14,43553.59,Paid
PAY0025261,LOAN00944,2019-10-14,16263.92,Paid
PAY0028162,LOAN01056,2019-10-14,32359.78,Paid
PAY0030714,LOAN01162,2019-10-14,111553.85,Paid
PAY0045775,LOAN01720,2019-10-14,50144.96,Paid
PAY0049733,LOAN01891,2019-10-14,17550.18,Paid
PAY0052696,LOAN02005,2019-10-14,26025.50,Late
PAY0053520,LOAN02035,2019-10-14,50286.87,Paid
PAY0058564,LOAN02242,2019-10-14,19826.11,Paid
PAY0062199,LOAN02368,2019-10-14,36992.54,Paid
PAY0069552,LOAN02640,2019-10-14,133843.36,Paid
PAY0076314,LOAN02895,2019-10-14,28032.67,Paid
PAY0078551,LOAN02979,2019-10-14,92710.93,Paid
PAY0005803,LOAN00232,2019-10-15,5193.60,Paid
PAY0018224,LOAN00686,2019-10-15,68974.11,Paid
PAY0023048,LOAN00862,2019-10-15,122895.74,Late
PAY0023198,LOAN00866,2019-10-15,92346.41,Paid
PAY0031807,LOAN01202,2019-10-15,5619.08,Paid
PAY0044661,LOAN01680,2019-10-15,23545.50,Paid
PAY0055062,LOAN02100,2019-10-15,34207.31,Paid
PAY0057081,LOAN02180,2019-10-15,25611.42,Paid
PAY0060928,LOAN02322,2019-10-15,20728.14,Paid
PAY0064866,LOAN02478,2019-10-15,33667.95,Paid
PAY0069494,LOAN02637,2019-10-15,29768.82,Paid
PAY0070528,LOAN02679,2019-10-15,20156.68,Paid
PAY0071867,LOAN02732,2019-10-15,8589.79,Paid
PAY0072145,LOAN02740,2019-10-15,26466.14,Paid
PAY0076041,LOAN02884,2019-10-15,29737.50,Paid
PAY0076471,LOAN02900,2019-10-15,38284.08,Paid
PAY0007136,LOAN00280,2019-10-16,17221.51,Paid
PAY0010369,LOAN00403,2019-10-16,26865.68,Late
PAY0013809,LOAN00524,2019-10-16,6308.06,Paid
PAY0014677,LOAN00553,2019-10-16,125614.77,Late
PAY0018912,LOAN00710,2019-10-16,84363.29,Paid
PAY0029646,LOAN01122,2019-10-16,52617.53,Paid
PAY0034040,LOAN01290,2019-10-16,83879.34,Paid
PAY0039854,LOAN01507,2019-10-16,20587.60,Paid
PAY0041686,LOAN01569,2019-10-16,4306.76,Paid
PAY0043982,LOAN01658,2019-10-16,86253.40,Paid
PAY0044900,LOAN01688,2019-10-16,52419.97,Paid
PAY0051991,LOAN01978,2019-10-16,18849.67,Paid
PAY0053379,LOAN02031,2019-10-16,29230.00,Paid
PAY0056232,LOAN02144,2019-10-16,110511.90,Late
PAY0062268,LOAN02372,2019-10-16,41016.72,Paid
PAY0065028,LOAN02484,2019-10-16,112077.49,Paid
PAY0071579,LOAN02723,2019-10-16,48954.46,Paid
PAY0071971,LOAN02735,2019-10-16,25481.47,Paid
PAY0076810,LOAN02912,2019-10-16,29746.09,Paid
PAY0000312,LOAN00013,2019-10-17,25851.28,Late
PAY0001772,LOAN00075,2019-10-17,59497.86,Paid
PAY0001901,LOAN00079,2019-10-17,103172.87,Paid
PAY0008157,LOAN00309,2019-10-17,88085.69,Paid
PAY0013021,LOAN00495,2019-10-17,105441.86,Paid
PAY0016034,LOAN00600,2019-10-17,16058.36,Paid
PAY0020412,LOAN00771,2019-10-17,54090.11,Paid
PAY0026109,LOAN00974,2019-10-17,50415.64,Paid
PAY0028427,LOAN01067,2019-10-17,29220.98,Paid
PAY0029228,LOAN01105,2019-10-17,9864.34,Paid
PAY0032647,LOAN01231,2019-10-17,32456.79,Paid
PAY0039805,LOAN01506,2019-10-17,33604.49,Late
PAY0045553,LOAN01713,2019-10-17,30021.85,Late
PAY0045987,LOAN01729,2019-10-17,35150.24,Paid
PAY0046701,LOAN01756,2019-10-17,11467.60,Paid
PAY0049435,LOAN01875,2019-10-17,78010.27,Paid
PAY0051710,LOAN01971,2019-10-17,70435.37,Paid
PAY0052743,LOAN02007,2019-10-17,53146.57,Paid
PAY0055821,LOAN02128,2019-10-17,31327.70,Paid
PAY0062105,LOAN02367,2019-10-17,5341.50,Paid
PAY0070411,LOAN02677,2019-10-17,111511.12,Paid
PAY0078102,LOAN02960,2019-10-17,27970.38,Late
PAY0002278,LOAN00094,2019-10-18,15283.33,Paid
PAY0002703,LOAN00108,2019-10-18,70442.36,Paid
PAY0005550,LOAN00223,2019-10-18,25263.23,Late
PAY0007636,LOAN00295,2019-10-18,43267.68,Paid
PAY0009923,LOAN00385,2019-10-18,66809.79,Paid
PAY0015028,LOAN00562,2019-10-18,47034.20,Paid
PAY0016795,LOAN00630,2019-10-18,42550.88,Paid
PAY0026823,LOAN01007,2019-10-18,24444.25,Paid
PAY0027737,LOAN01041,2019-10-18,36279.64,Paid
PAY0038962,LOAN01479,2019-10-18,89371.03,Paid
PAY0039209,LOAN01489,2019-10-18,64783.85,Late
PAY0039991,LOAN01512,2019-10-18,57079.81,Paid
PAY0045466,LOAN01711,2019-10-18,95818.81,Paid
PAY0049967,LOAN01898,2019-10-18,15987.55,Paid
PAY0053838,LOAN02047,2019-10-18,13538.51,Paid
PAY0060678,LOAN02314,2019-10-18,59922.57,Paid
PAY0072436,LOAN02749,2019-10-18,35711.46,Paid
PAY0000424,LOAN00016,2019-10-19,87906.32,Paid
PAY0007334,LOAN00285,2019-10-19,112096.97,Late
PAY0011996,LOAN00457,2019-10-19,60381.21,Paid
PAY0014887,LOAN00558,2019-10-19,8271.08,Paid
PAY0025906,LOAN00968,2019-10-19,40759.68,Paid
PAY0029247,LOAN01106,2019-10-19,14302.27,Paid
PAY0034460,LOAN01301,2019-10-19,34470.39,Paid
PAY0039111,LOAN01486,2019-10-19,53654.00,Paid
PAY0040798,LOAN01539,2019-10-19,112282.17,Paid
PAY0046043,LOAN01730,2019-10-19,31095.05,Paid
PAY0047118,LOAN01774,2019-10-19,52948.78,Paid
PAY0047305,LOAN01781,2019-10-19,67711.90,Paid
PAY0051779,LOAN01972,2019-10-19,64090.46,Paid
PAY0061155,LOAN02329,2019-10-19,24383.16,Paid
PAY0077755,LOAN02947,2019-10-19,22411.56,Paid
PAY0000364,LOAN00015,2019-10-20,15871.39,Paid
PAY0002795,LOAN00111,2019-10-20,23030.13,Paid
PAY0018376,LOAN00692,2019-10-20,23660.70,Paid
PAY0021693,LOAN00818,2019-10-20,20882.73,Paid
PAY0023991,LOAN00899,2019-10-20,47067.08,Paid
