Card_ID,Customer_ID,Card_Type,Issue_Date,Credit_Limit,Card_Status
CARD002331,CUST02141,Debit Card,2019-11-30,50000.00,Active
CARD002534,CUST00646,Credit Card,2019-11-30,50000.00,Active
CARD004038,CUST03782,Credit Card,2019-12-02,100000.00,Active
CARD002623,CUST00185,Credit Card,2019-12-03,100000.00,Active
CARD004558,CUST02787,Debit Card,2019-12-04,100000.00,Active
CARD001075,CUST01922,Credit Card,2019-12-05,150000.00,Inactive
CARD001268,CUST04687,Debit Card,2019-12-05,50000.00,Active
CARD002645,CUST01694,Credit Card,2019-12-05,50000.00,Active
CARD005060,CUST03959,Credit Card,2019-12-05,250000.00,Active
CARD003093,CUST02523,Credit Card,2019-12-07,250000.00,Active
CARD004701,CUST04639,Credit Card,2019-12-07,100000.00,Active
CARD004779,CUST00287,Prepaid Card,2019-12-07,10000.00,Active
CARD000454,CUST02496,Debit Card,2019-12-08,100000.00,Active
CARD000742,CUST04504,Credit Card,2019-12-08,100000.00,Active
CARD001953,CUST01456,Credit Card,2019-12-08,100000.00,Active
CARD002779,CUST03777,Debit Card,2019-12-09,25000.00,Active
CARD003150,CUST01334,Debit Card,2019-12-09,100000.00,Active
CARD004407,CUST02232,Debit Card,2019-12-09,100000.00,Active
CARD002910,CUST03570,Credit Card,2019-12-10,150000.00,Active
CARD002211,CUST04656,Debit Card,2019-12-11,100000.00,Active
CARD004815,CUST04478,Corporate Card,2019-12-11,1500000.00,Active
CARD001093,CUST01599,Credit Card,2019-12-13,100000.00,Active
CARD002946,CUST03816,Debit Card,2019-12-13,25000.00,Blocked
CARD003888,CUST04904,Debit Card,2019-12-13,200000.00,Active
CARD000538,CUST03523,Debit Card,2019-12-14,200000.00,Active
CARD004018,CUST00717,Debit Card,2019-12-15,25000.00,Active
CARD001591,CUST03547,Debit Card,2019-12-17,25000.00,Active
CARD003101,CUST00739,Credit Card,2019-12-17,100000.00,Active
CARD004727,CUST02771,Debit Card,2019-12-18,200000.00,Active
CARD001881,CUST03766,Debit Card,2019-12-20,100000.00,Active
CARD001103,CUST01329,Credit Card,2019-12-21,150000.00,Expired
CARD001161,CUST01807,Prepaid Card,2019-12-21,50000.00,Active
CARD001496,CUST02377,Credit Card,2019-12-21,50000.00,Active
CARD002427,CUST02755,Debit Card,2019-12-21,50000.00,Active
CARD004023,CUST01891,Debit Card,2019-12-21,200000.00,Active
CARD004458,CUST01086,Debit Card,2019-12-21,100000.00,Active
CARD003966,CUST04233,Debit Card,2019-12-22,50000.00,Active
CARD001227,CUST04152,Debit Card,2019-12-23,25000.00,Active
CARD004832,CUST01957,Debit Card,2019-12-24,100000.00,Active
CARD002209,CUST02715,Credit Card,2019-12-25,500000.00,Active
CARD004308,CUST01101,Debit Card,2019-12-25,25000.00,Active
CARD002447,CUST04641,Debit Card,2019-12-26,100000.00,Active
CARD003436,CUST04480,Debit Card,2019-12-27,100000.00,Active
CARD000919,CUST02186,Prepaid Card,2019-12-30,10000.00,Active
CARD002751,CUST02545,Credit Card,2019-12-30,500000.00,Active
CARD003098,CUST04127,Debit Card,2020-01-01,200000.00,Active
CARD001126,CUST00670,Credit Card,2020-01-02,1000000.00,Active
CARD000775,CUST03268,Credit Card,2020-01-05,150000.00,Active
CARD002240,CUST02556,Debit Card,2020-01-05,200000.00,Blocked
CARD003141,CUST01079,Credit Card,2020-01-05,500000.00,Inactive
CARD001801,CUST04927,Debit Card,2020-01-06,50000.00,Active
CARD002188,CUST00355,Credit Card,2020-01-06,100000.00,Blocked
CARD003131,CUST00642,Debit Card,2020-01-09,25000.00,Active
CARD002326,CUST00405,Debit Card,2020-01-11,50000.00,Active
CARD004532,CUST01820,Debit Card,2020-01-11,200000.00,Active
CARD004304,CUST04447,Prepaid Card,2020-01-12,10000.00,Active
CARD000254,CUST04654,Debit Card,2020-01-14,100000.00,Active
CARD003862,CUST02012,Debit Card,2020-01-15,25000.00,Active
CARD004173,CUST00305,Credit Card,2020-01-16,250000.00,Active
CARD004594,CUST00665,Debit Card,2020-01-16,100000.00,Active
CARD004917,CUST04733,Credit Card,2020-01-19,1000000.00,Active
CARD002848,CUST00338,Debit Card,2020-01-20,25000.00,Active
CARD002968,CUST01798,Debit Card,2020-01-20,25000.00,Active
CARD004514,CUST03385,Prepaid Card,2020-01-22,25000.00,Active
CARD004843,CUST04131,Credit Card,2020-01-22,500000.00,Active
CARD001915,CUST03241,Credit Card,2020-01-23,150000.00,Active
CARD004310,CUST04165,Corporate Card,2020-01-23,1500000.00,Active
CARD002104,CUST02009,Credit Card,2020-01-24,150000.00,Active
CARD002221,CUST04668,Prepaid Card,2020-01-24,10000.00,Active
CARD005115,CUST01188,Debit Card,2020-01-24,50000.00,Active
CARD003084,CUST00944,Prepaid Card,2020-01-25,10000.00,Active
CARD004653,CUST03870,Debit Card,2020-01-27,50000.00,Active
CARD004956,CUST04186,Credit Card,2020-01-29,50000.00,Active
CARD002384,CUST04988,Debit Card,2020-02-02,25000.00,Active
CARD000857,CUST02395,Corporate Card,2020-02-04,500000.00,Active
CARD002901,CUST03417,Debit Card,2020-02-04,200000.00,Active
CARD004131,CUST01096,Credit Card,2020-02-04,500000.00,Active
CARD001400,CUST01153,Credit Card,2020-02-05,150000.00,Active
CARD003807,CUST00893,Debit Card,2020-02-07,100000.00,Active
CARD004856,CUST04096,Credit Card,2020-02-07,1000000.00,Active
CARD004140,CUST03937,Prepaid Card,2020-02-08,25000.00,Active
CARD002045,CUST03838,Prepaid Card,2020-02-11,50000.00,Active
CARD001762,CUST04322,Credit Card,2020-02-12,50000.00,Active
CARD002745,CUST01477,Debit Card,2020-02-13,200000.00,Active
CARD001482,CUST02986,Prepaid Card,2020-02-15,50000.00,Blocked
CARD001560,CUST03585,Credit Card,2020-02-15,500000.00,Active
CARD004194,CUST02828,Prepaid Card,2020-02-15,10000.00,Active
CARD004809,CUST02151,Credit Card,2020-02-16,150000.00,Active
CARD001790,CUST02191,Prepaid Card,2020-02-17,25000.00,Active
CARD002443,CUST01564,Debit Card,2020-02-17,25000.00,Active
CARD003710,CUST01108,Credit Card,2020-02-17,100000.00,Active
CARD004581,CUST04443,Credit Card,2020-02-17,100000.00,Active
CARD000678,CUST04786,Debit Card,2020-02-18,100000.00,Active
CARD001757,CUST03330,Credit Card,2020-02-18,50000.00,Blocked
CARD004058,CUST04659,Debit Card,2020-02-18,50000.00,Active
CARD003203,CUST00059,Debit Card,2020-02-20,200000.00,Active
CARD003515,CUST02717,Debit Card,2020-02-20,100000.00,Active
CARD000388,CUST03288,Debit Card,2020-02-21,50000.00,Active
CARD002662,CUST02909,Credit Card,2020-02-21,50000.00,Active
CARD000760,CUST00391,Debit Card,2020-02-23,100000.00,Active
CARD004412,CUST02692,Credit Card,2020-02-23,150000.00,Active
CARD000511,CUST04672,Debit Card,2020-02-24,25000.00,Active
CARD003169,CUST04275,Credit Card,2020-02-24,1000000.00,Active
CARD001411,CUST02780,Credit Card,2020-02-25,50000.00,Active
CARD003573,CUST02656,Credit Card,2020-02-25,50000.00,Active
CARD002943,CUST04124,Credit Card,2020-02-27,250000.00,Active
CARD000194,CUST00437,Debit Card,2020-02-29,25000.00,Blocked
CARD003082,CUST03326,Credit Card,2020-03-01,500000.00,Active
CARD004587,CUST02304,Corporate Card,2020-03-01,1500000.00,Active
CARD005122,CUST02887,Credit Card,2020-03-02,50000.00,Active
CARD002218,CUST04770,Credit Card,2020-03-03,250000.00,Active
CARD002701,CUST00549,Corporate Card,2020-03-03,200000.00,Active
CARD004049,CUST02776,Debit Card,2020-03-03,200000.00,Active
CARD003920,CUST00656,Prepaid Card,2020-03-04,10000.00,Active
CARD000098,CUST00864,Credit Card,2020-03-05,150000.00,Active
CARD003379,CUST00180,Credit Card,2020-03-06,100000.00,Active
CARD000772,CUST02599,Debit Card,2020-03-07,50000.00,Inactive
CARD001150,CUST04826,Credit Card,2020-03-08,250000.00,Active
CARD001475,CUST02135,Credit Card,2020-03-08,1000000.00,Active
CARD001933,CUST02260,Debit Card,2020-03-08,50000.00,Active
CARD003207,CUST04520,Debit Card,2020-03-08,200000.00,Active
CARD001947,CUST04297,Credit Card,2020-03-09,1000000.00,Active
CARD002832,CUST01831,Credit Card,2020-03-09,150000.00,Active
CARD001639,CUST04625,Credit Card,2020-03-10,500000.00,Active
CARD001341,CUST03988,Credit Card,2020-03-11,500000.00,Blocked
CARD003268,CUST03158,Corporate Card,2020-03-11,1500000.00,Active
CARD001716,CUST01451,Debit Card,2020-03-12,25000.00,Active
CARD003026,CUST04103,Prepaid Card,2020-03-13,50000.00,Active
CARD000473,CUST04729,Credit Card,2020-03-14,100000.00,Active
CARD002049,CUST03603,Debit Card,2020-03-14,100000.00,Active
CARD004410,CUST03271,Debit Card,2020-03-14,100000.00,Active
CARD004480,CUST03675,Credit Card,2020-03-14,100000.00,Active
CARD001774,CUST01700,Debit Card,2020-03-15,50000.00,Active
CARD003887,CUST02192,Credit Card,2020-03-15,250000.00,Active
CARD002271,CUST03658,Debit Card,2020-03-17,200000.00,Active
CARD004622,CUST00104,Credit Card,2020-03-18,150000.00,Active
CARD001519,CUST02193,Credit Card,2020-03-19,1000000.00,Active
CARD001779,CUST01763,Credit Card,2020-03-19,1000000.00,Active
CARD001430,CUST02848,Debit Card,2020-03-21,100000.00,Active
CARD003318,CUST04811,Corporate Card,2020-03-21,200000.00,Active
CARD004177,CUST02795,Credit Card,2020-03-22,1000000.00,Active
CARD003769,CUST03650,Credit Card,2020-03-23,150000.00,Active
CARD000697,CUST04637,Debit Card,2020-03-26,100000.00,Active
CARD001435,CUST02207,Debit Card,2020-03-26,200000.00,Active
CARD002864,CUST04654,Credit Card,2020-03-26,50000.00,Active
CARD003255,CUST02755,Credit Card,2020-03-26,50000.00,Active
CARD004787,CUST01705,Debit Card,2020-03-26,25000.00,Active
CARD003341,CUST04325,Credit Card,2020-03-27,500000.00,Active
CARD001997,CUST04729,Credit Card,2020-03-28,1000000.00,Active
CARD002254,CUST02945,Prepaid Card,2020-03-29,50000.00,Active
CARD005167,CUST02290,Prepaid Card,2020-03-29,50000.00,Active
CARD003536,CUST03917,Credit Card,2020-03-30,500000.00,Active
CARD003896,CUST00958,Credit Card,2020-03-30,250000.00,Active
CARD004662,CUST03694,Prepaid Card,2020-03-30,25000.00,Active
CARD000154,CUST02106,Credit Card,2020-03-31,100000.00,Active
CARD001971,CUST02742,Debit Card,2020-03-31,50000.00,Active
CARD003656,CUST02299,Credit Card,2020-03-31,1000000.00,Active
CARD001802,CUST03772,Prepaid Card,2020-04-01,10000.00,Active
CARD002458,CUST01070,Debit Card,2020-04-01,25000.00,Active
CARD004274,CUST00964,Debit Card,2020-04-01,50000.00,Active
CARD004330,CUST01184,Credit Card,2020-04-01,500000.00,Inactive
CARD001500,CUST04906,Corporate Card,2020-04-04,500000.00,Inactive
CARD001669,CUST01719,Debit Card,2020-04-04,100000.00,Active
CARD003564,CUST02595,Debit Card,2020-04-04,100000.00,Active
CARD005094,CUST02371,Debit Card,2020-04-04,50000.00,Active
CARD004272,CUST04979,Debit Card,2020-04-05,200000.00,Active
CARD000996,CUST00057,Credit Card,2020-04-09,50000.00,Active
CARD002470,CUST02531,Credit Card,2020-04-09,500000.00,Active
CARD004009,CUST03634,Debit Card,2020-04-09,200000.00,Active
CARD000595,CUST03426,Debit Card,2020-04-13,25000.00,Expired
CARD001855,CUST02286,Credit Card,2020-04-13,250000.00,Blocked
CARD002621,CUST02471,Debit Card,2020-04-14,100000.00,Active
CARD003910,CUST04149,Credit Card,2020-04-15,250000.00,Active
CARD003285,CUST02481,Credit Card,2020-04-17,100000.00,Active
CARD003453,CUST00766,Debit Card,2020-04-17,25000.00,Active
CARD000309,CUST01757,Debit Card,2020-04-18,50000.00,Blocked
CARD002378,CUST03412,Prepaid Card,2020-04-19,50000.00,Active
CARD003044,CUST02528,Credit Card,2020-04-19,50000.00,Active
CARD004141,CUST03042,Credit Card,2020-04-20,250000.00,Blocked
CARD000929,CUST00009,Debit Card,2020-04-22,50000.00,Active
CARD004378,CUST02207,Debit Card,2020-04-22,200000.00,Active
CARD001894,CUST00153,Credit Card,2020-04-24,50000.00,Active
CARD001958,CUST01078,Credit Card,2020-04-24,100000.00,Active
CARD001158,CUST04205,Debit Card,2020-04-26,50000.00,Active
CARD000100,CUST02094,Credit Card,2020-04-28,50000.00,Active
CARD001734,CUST00479,Debit Card,2020-04-28,50000.00,Active
CARD001970,CUST02475,Credit Card,2020-04-28,150000.00,Expired
CARD003934,CUST00257,Debit Card,2020-04-28,200000.00,Expired
CARD000016,CUST01208,Credit Card,2020-04-29,150000.00,Active
CARD001443,CUST01568,Credit Card,2020-05-01,250000.00,Inactive
CARD002308,CUST01660,Credit Card,2020-05-01,500000.00,Active
CARD002070,CUST04913,Debit Card,2020-05-02,100000.00,Inactive
CARD001067,CUST04109,Credit Card,2020-05-03,150000.00,Active
CARD001603,CUST01293,Debit Card,2020-05-03,100000.00,Active
CARD002124,CUST02347,Prepaid Card,2020-05-03,10000.00,Active
CARD003492,CUST04717,Credit Card,2020-05-04,100000.00,Active
CARD001473,CUST01006,Credit Card,2020-05-05,100000.00,Active
CARD003782,CUST01388,Credit Card,2020-05-05,250000.00,Active
CARD002485,CUST03666,Corporate Card,2020-05-06,500000.00,Active
CARD003532,CUST01658,Corporate Card,2020-05-07,1500000.00,Active
CARD003838,CUST02013,Credit Card,2020-05-07,100000.00,Active
CARD000968,CUST04749,Credit Card,2020-05-08,1000000.00,Blocked
CARD002094,CUST04296,Debit Card,2020-05-08,200000.00,Active
CARD002309,CUST01513,Debit Card,2020-05-08,50000.00,Active
CARD002022,CUST02673,Credit Card,2020-05-09,250000.00,Active
CARD000126,CUST03484,Debit Card,2020-05-11,50000.00,Active
CARD003056,CUST00389,Debit Card,2020-05-11,25000.00,Active
CARD004952,CUST03430,Credit Card,2020-05-11,50000.00,Active
CARD001025,CUST01103,Credit Card,2020-05-13,150000.00,Active
CARD004238,CUST04122,Debit Card,2020-05-13,50000.00,Active
CARD001192,CUST01853,Credit Card,2020-05-14,100000.00,Active
CARD002306,CUST02777,Prepaid Card,2020-05-16,50000.00,Active
CARD005070,CUST00819,Prepaid Card,2020-05-19,50000.00,Active
CARD003785,CUST03581,Credit Card,2020-05-21,100000.00,Active
CARD003373,CUST03184,Debit Card,2020-05-22,25000.00,Active
CARD000189,CUST04049,Debit Card,2020-05-23,200000.00,Active
CARD001257,CUST03942,Debit Card,2020-05-23,200000.00,Inactive
CARD003114,CUST00642,Debit Card,2020-05-23,100000.00,Active
CARD002385,CUST04886,Prepaid Card,2020-05-24,10000.00,Expired
CARD004788,CUST03861,Corporate Card,2020-05-25,1500000.00,Active
CARD001579,CUST01461,Debit Card,2020-05-26,100000.00,Active
CARD001764,CUST01365,Debit Card,2020-05-26,200000.00,Blocked
CARD004453,CUST03928,Debit Card,2020-05-26,100000.00,Active
CARD002087,CUST01844,Credit Card,2020-05-27,500000.00,Active
CARD004503,CUST04074,Debit Card,2020-05-29,200000.00,Active
CARD002366,CUST01152,Debit Card,2020-05-31,25000.00,Active
CARD000283,CUST01151,Prepaid Card,2020-06-02,10000.00,Active
CARD002571,CUST02001,Credit Card,2020-06-02,250000.00,Blocked
CARD001325,CUST04191,Credit Card,2020-06-04,50000.00,Active
CARD001985,CUST00383,Debit Card,2020-06-04,100000.00,Active
CARD002497,CUST00153,Debit Card,2020-06-04,200000.00,Active
CARD003454,CUST02178,Debit Card,2020-06-04,200000.00,Active
CARD003540,CUST03268,Debit Card,2020-06-04,50000.00,Active
CARD004260,CUST04243,Prepaid Card,2020-06-04,50000.00,Blocked
CARD000200,CUST04537,Debit Card,2020-06-05,50000.00,Blocked
CARD000206,CUST00275,Credit Card,2020-06-05,150000.00,Active
CARD002780,CUST04904,Credit Card,2020-06-05,50000.00,Active
CARD004016,CUST02320,Credit Card,2020-06-05,150000.00,Active
CARD003133,CUST02130,Credit Card,2020-06-06,250000.00,Active
CARD003193,CUST01078,Debit Card,2020-06-06,25000.00,Active
CARD000227,CUST04761,Debit Card,2020-06-07,200000.00,Active
CARD001797,CUST04610,Debit Card,2020-06-08,50000.00,Active
CARD004945,CUST02791,Debit Card,2020-06-08,200000.00,Active
CARD002666,CUST03343,Credit Card,2020-06-09,100000.00,Expired
CARD005131,CUST01295,Credit Card,2020-06-09,100000.00,Active
CARD000552,CUST01959,Prepaid Card,2020-06-10,50000.00,Active
CARD000673,CUST01689,Credit Card,2020-06-10,1000000.00,Active
CARD005050,CUST00975,Credit Card,2020-06-10,150000.00,Active
CARD000957,CUST01770,Credit Card,2020-06-12,100000.00,Active
CARD001640,CUST04953,Credit Card,2020-06-12,50000.00,Active
CARD000199,CUST01690,Debit Card,2020-06-13,100000.00,Active
CARD000948,CUST04855,Debit Card,2020-06-14,100000.00,Active
CARD002935,CUST03115,Credit Card,2020-06-14,500000.00,Inactive
CARD003152,CUST02582,Debit Card,2020-06-14,50000.00,Active
CARD002721,CUST01207,Debit Card,2020-06-15,25000.00,Active
CARD003210,CUST04018,Prepaid Card,2020-06-15,50000.00,Active
CARD001506,CUST00899,Debit Card,2020-06-17,25000.00,Active
CARD001956,CUST00086,Credit Card,2020-06-17,150000.00,Active
CARD002272,CUST00301,Debit Card,2020-06-17,50000.00,Active
CARD002653,CUST01499,Debit Card,2020-06-18,100000.00,Active
CARD002244,CUST00121,Debit Card,2020-06-19,200000.00,Active
CARD000805,CUST03068,Credit Card,2020-06-20,500000.00,Active
CARD004396,CUST04413,Credit Card,2020-06-21,250000.00,Active
CARD005197,CUST01187,Credit Card,2020-06-21,100000.00,Active
CARD000593,CUST01412,Debit Card,2020-06-22,200000.00,Expired
CARD002406,CUST01214,Debit Card,2020-06-22,100000.00,Active
CARD003328,CUST03098,Debit Card,2020-06-22,25000.00,Active
CARD001047,CUST04124,Debit Card,2020-06-25,100000.00,Active
CARD001679,CUST01413,Debit Card,2020-06-26,50000.00,Active
CARD003574,CUST02257,Debit Card,2020-06-26,50000.00,Active
CARD004278,CUST01197,Credit Card,2020-06-26,50000.00,Active
CARD002866,CUST00140,Credit Card,2020-06-27,50000.00,Active
CARD000913,CUST04759,Credit Card,2020-06-28,500000.00,Active
CARD000529,CUST00419,Debit Card,2020-06-29,100000.00,Active
CARD004462,CUST04401,Credit Card,2020-06-29,500000.00,Expired
CARD003216,CUST03289,Prepaid Card,2020-06-30,50000.00,Active
CARD004065,CUST02979,Debit Card,2020-06-30,25000.00,Active
CARD000725,CUST04706,Debit Card,2020-07-01,25000.00,Active
CARD001144,CUST04675,Credit Card,2020-07-01,1000000.00,Active
CARD003744,CUST02427,Credit Card,2020-07-01,500000.00,Active
CARD002144,CUST00678,Debit Card,2020-07-04,25000.00,Active
CARD003319,CUST04362,Debit Card,2020-07-05,50000.00,Active
CARD003853,CUST03855,Prepaid Card,2020-07-06,50000.00,Inactive
CARD003979,CUST03098,Corporate Card,2020-07-06,500000.00,Expired
CARD002945,CUST02278,Debit Card,2020-07-07,50000.00,Active
CARD004399,CUST03983,Prepaid Card,2020-07-07,25000.00,Active
CARD002908,CUST02326,Credit Card,2020-07-09,50000.00,Active
CARD000978,CUST02981,Credit Card,2020-07-10,1000000.00,Active
CARD001862,CUST04081,Prepaid Card,2020-07-10,10000.00,Active
CARD002712,CUST01798,Credit Card,2020-07-11,1000000.00,Active
CARD000699,CUST04063,Debit Card,2020-07-14,25000.00,Active
CARD001327,CUST02823,Debit Card,2020-07-14,25000.00,Active
CARD000795,CUST00131,Debit Card,2020-07-15,25000.00,Active
CARD005157,CUST02175,Debit Card,2020-07-15,50000.00,Active
CARD004546,CUST01272,Credit Card,2020-07-16,150000.00,Active
CARD003397,CUST01403,Credit Card,2020-07-17,1000000.00,Active
CARD001660,CUST00176,Credit Card,2020-07-20,50000.00,Active
CARD003224,CUST02129,Debit Card,2020-07-20,100000.00,Inactive
CARD004323,CUST03624,Corporate Card,2020-07-20,1500000.00,Active
CARD004393,CUST01885,Credit Card,2020-07-20,250000.00,Expired
CARD003143,CUST00008,Debit Card,2020-07-21,25000.00,Active
CARD004413,CUST03097,Credit Card,2020-07-22,50000.00,Active
CARD004012,CUST02807,Corporate Card,2020-07-23,200000.00,Active
CARD004201,CUST02683,Debit Card,2020-07-24,200000.00,Active
CARD002774,CUST03613,Prepaid Card,2020-07-25,25000.00,Active
CARD004242,CUST02077,Credit Card,2020-07-25,250000.00,Blocked
CARD002506,CUST00151,Credit Card,2020-07-26,250000.00,Active
CARD003450,CUST02715,Corporate Card,2020-07-27,500000.00,Active
CARD002438,CUST03069,Debit Card,2020-07-28,200000.00,Active
CARD004538,CUST00666,Debit Card,2020-07-29,50000.00,Active
CARD002610,CUST03037,Debit Card,2020-07-30,200000.00,Active
CARD003679,CUST01584,Debit Card,2020-07-31,100000.00,Active
CARD004035,CUST02207,Debit Card,2020-07-31,200000.00,Active
CARD004170,CUST02140,Credit Card,2020-07-31,150000.00,Active
CARD004865,CUST02048,Credit Card,2020-07-31,250000.00,Active
CARD001081,CUST02018,Debit Card,2020-08-01,50000.00,Active
CARD001838,CUST00269,Credit Card,2020-08-01,500000.00,Active
CARD003733,CUST02918,Debit Card,2020-08-01,25000.00,Active
CARD002511,CUST00375,Corporate Card,2020-08-02,500000.00,Active
CARD002819,CUST00465,Prepaid Card,2020-08-02,10000.00,Active
CARD004190,CUST00016,Credit Card,2020-08-04,250000.00,Active
CARD000813,CUST03990,Credit Card,2020-08-05,100000.00,Active
CARD001446,CUST00560,Prepaid Card,2020-08-05,25000.00,Active
CARD003252,CUST03386,Credit Card,2020-08-05,50000.00,Active
CARD004105,CUST00509,Credit Card,2020-08-05,150000.00,Active
CARD002431,CUST01595,Credit Card,2020-08-06,100000.00,Active
CARD004367,CUST00235,Debit Card,2020-08-07,25000.00,Blocked
CARD004639,CUST02446,Credit Card,2020-08-08,50000.00,Expired
CARD001592,CUST03065,Debit Card,2020-08-10,50000.00,Active
CARD002752,CUST04030,Debit Card,2020-08-10,200000.00,Active
CARD000012,CUST04054,Credit Card,2020-08-14,250000.00,Active
CARD004325,CUST01008,Debit Card,2020-08-14,25000.00,Expired
CARD001284,CUST01991,Debit Card,2020-08-15,100000.00,Active
CARD001646,CUST02755,Credit Card,2020-08-15,1000000.00,Active
CARD001331,CUST03935,Credit Card,2020-08-17,250000.00,Active
CARD002700,CUST04306,Corporate Card,2020-08-18,1500000.00,Blocked
CARD003870,CUST00580,Debit Card,2020-08-18,100000.00,Active
CARD004696,CUST02066,Debit Card,2020-08-19,25000.00,Expired
CARD005195,CUST03977,Debit Card,2020-08-19,100000.00,Active
CARD003943,CUST02839,Corporate Card,2020-08-20,1500000.00,Expired
CARD004715,CUST03378,Credit Card,2020-08-20,250000.00,Active
CARD000221,CUST02790,Debit Card,2020-08-21,200000.00,Active
CARD000285,CUST00295,Credit Card,2020-08-21,50000.00,Active
CARD001465,CUST02015,Credit Card,2020-08-21,150000.00,Active
CARD003475,CUST04685,Debit Card,2020-08-21,25000.00,Active
CARD004257,CUST02606,Debit Card,2020-08-21,25000.00,Active
CARD002042,CUST04795,Credit Card,2020-08-22,1000000.00,Active
CARD003624,CUST01383,Debit Card,2020-08-22,50000.00,Active
CARD000337,CUST03782,Debit Card,2020-08-23,25000.00,Active
CARD003616,CUST04823,Debit Card,2020-08-23,200000.00,Inactive
CARD004647,CUST02909,Credit Card,2020-08-24,500000.00,Blocked
CARD000096,CUST03315,Corporate Card,2020-08-25,500000.00,Expired
CARD002282,CUST03271,Debit Card,2020-08-25,200000.00,Expired
CARD002714,CUST04632,Debit Card,2020-08-26,100000.00,Active
CARD002084,CUST03451,Debit Card,2020-08-27,50000.00,Active
CARD002593,CUST01810,Credit Card,2020-08-27,150000.00,Active
CARD001393,CUST04690,Credit Card,2020-08-28,500000.00,Active
CARD001612,CUST00933,Credit Card,2020-08-28,100000.00,Active
CARD002001,CUST01936,Credit Card,2020-08-28,100000.00,Expired
CARD004240,CUST04691,Credit Card,2020-08-28,100000.00,Active
CARD004577,CUST03040,Debit Card,2020-08-28,200000.00,Expired
CARD003298,CUST00963,Prepaid Card,2020-08-30,25000.00,Active
CARD003594,CUST02990,Credit Card,2020-08-30,500000.00,Active
CARD004679,CUST00490,Debit Card,2020-08-30,200000.00,Blocked
CARD001995,CUST02908,Debit Card,2020-08-31,50000.00,Active
CARD002628,CUST03626,Credit Card,2020-08-31,1000000.00,Active
CARD004497,CUST04164,Credit Card,2020-08-31,1000000.00,Active
CARD002363,CUST03326,Debit Card,2020-09-01,100000.00,Expired
CARD000509,CUST02148,Debit Card,2020-09-02,200000.00,Active
CARD001962,CUST03418,Credit Card,2020-09-02,100000.00,Active
CARD003385,CUST03160,Debit Card,2020-09-02,200000.00,Active
CARD000616,CUST00339,Debit Card,2020-09-03,25000.00,Active
CARD003326,CUST03150,Credit Card,2020-09-05,500000.00,Active
CARD004776,CUST04615,Debit Card,2020-09-05,50000.00,Active
CARD003671,CUST00579,Debit Card,2020-09-06,25000.00,Active
CARD003851,CUST03499,Debit Card,2020-09-06,25000.00,Active
CARD003906,CUST03243,Debit Card,2020-09-08,50000.00,Active
CARD002934,CUST04260,Debit Card,2020-09-09,25000.00,Active
CARD004518,CUST00229,Credit Card,2020-09-09,1000000.00,Active
CARD000794,CUST00673,Corporate Card,2020-09-11,500000.00,Active
CARD002509,CUST02076,Credit Card,2020-09-11,50000.00,Expired
CARD003077,CUST03936,Credit Card,2020-09-11,250000.00,Inactive
CARD000062,CUST00014,Debit Card,2020-09-14,50000.00,Active
CARD000334,CUST02519,Debit Card,2020-09-14,50000.00,Active
CARD003804,CUST02682,Credit Card,2020-09-14,50000.00,Active
CARD000961,CUST00329,Debit Card,2020-09-16,200000.00,Active
CARD001324,CUST01727,Credit Card,2020-09-17,250000.00,Active
CARD003901,CUST02286,Credit Card,2020-09-17,150000.00,Active
CARD000006,CUST04190,Credit Card,2020-09-18,100000.00,Expired
CARD003428,CUST00674,Credit Card,2020-09-18,100000.00,Active
CARD001262,CUST02422,Debit Card,2020-09-19,25000.00,Active
CARD004139,CUST01375,Credit Card,2020-09-20,150000.00,Active
CARD002292,CUST01411,Debit Card,2020-09-25,100000.00,Active
CARD001804,CUST01304,Debit Card,2020-09-26,100000.00,Active
CARD003989,CUST04951,Credit Card,2020-09-28,100000.00,Active
CARD004437,CUST02598,Prepaid Card,2020-09-29,25000.00,Active
CARD001967,CUST04899,Prepaid Card,2020-09-30,50000.00,Blocked
CARD003469,CUST03767,Credit Card,2020-09-30,50000.00,Active
CARD004765,CUST04549,Debit Card,2020-09-30,50000.00,Active
CARD003663,CUST00283,Credit Card,2020-10-01,50000.00,Expired
CARD000428,CUST01681,Credit Card,2020-10-02,1000000.00,Active
CARD001893,CUST00780,Credit Card,2020-10-02,150000.00,Active
CARD002585,CUST00374,Credit Card,2020-10-03,150000.00,Active
CARD004295,CUST01845,Credit Card,2020-10-03,150000.00,Active
CARD000231,CUST04633,Debit Card,2020-10-04,25000.00,Active
CARD000680,CUST02321,Debit Card,2020-10-04,50000.00,Expired
CARD000784,CUST00249,Debit Card,2020-10-04,200000.00,Active
CARD002539,CUST04546,Debit Card,2020-10-04,200000.00,Active
CARD001572,CUST02542,Credit Card,2020-10-06,500000.00,Active
CARD002046,CUST03264,Debit Card,2020-10-06,200000.00,Active
CARD003156,CUST01925,Debit Card,2020-10-06,50000.00,Active
CARD001620,CUST01960,Credit Card,2020-10-07,500000.00,Active
CARD001585,CUST03027,Debit Card,2020-10-08,25000.00,Active
CARD002586,CUST01959,Debit Card,2020-10-08,25000.00,Active
CARD001938,CUST01991,Corporate Card,2020-10-09,1500000.00,Active
CARD002347,CUST00276,Credit Card,2020-10-09,1000000.00,Active
