Account_ID,Customer_ID,Branch_ID,Account_Type,Open_Date,Balance,Account_Status
ACC000818,CUST00818,BR027,Savings,2024-04-23,82103.90,Active
ACC000819,CUST00819,BR033,Fixed Deposit,2023-09-25,1345551.15,Active
ACC000820,CUST00820,BR001,Savings,2024-02-27,285290.04,Active
ACC000821,CUST00821,BR037,Salary,2020-02-26,177575.28,Active
ACC000822,CUST00822,BR031,Savings,2024-01-11,18765.14,Active
ACC000823,CUST00823,BR034,Savings,2022-04-08,8283.57,Dormant
ACC000824,CUST00824,BR043,Current,2021-01-26,742282.30,Inactive
ACC000825,CUST00825,BR035,Salary,2022-08-09,316930.87,Active
ACC000826,CUST00826,BR027,Current,2024-06-30,2130296.45,Dormant
ACC000827,CUST00827,BR048,Salary,2022-12-06,188767.06,Dormant
ACC000828,CUST00828,BR037,Savings,2022-08-09,7584.77,Dormant
ACC000829,CUST00829,BR006,Savings,2023-10-31,36811.31,Inactive
ACC000830,CUST00830,BR017,Savings,2023-07-27,858587.75,Active
ACC000831,CUST00831,BR029,Savings,2019-08-28,970034.81,Dormant
ACC000832,CUST00832,BR003,Savings,2021-06-24,938452.05,Inactive
ACC000833,CUST00833,BR016,Savings,2023-05-30,69653.74,Inactive
ACC000834,CUST00834,BR042,Salary,2020-05-03,13442.17,Inactive
ACC000835,CUST00835,BR031,Salary,2022-06-21,345087.67,Dormant
ACC000836,CUST00836,BR017,Savings,2023-07-25,11219.70,Active
ACC000837,CUST00837,BR034,Savings,2020-01-16,8007.45,Active
ACC000838,CUST00838,BR042,Savings,2021-01-03,16615.00,Active
ACC000839,CUST00839,BR026,Current,2023-11-02,71484.70,Active
ACC000840,CUST00840,BR022,Savings,2021-10-22,15877.23,Inactive
ACC000841,CUST00841,BR001,Current,2018-05-20,436568.25,Active
ACC000842,CUST00842,BR017,Savings,2022-09-24,5761.24,Active
ACC000843,CUST00843,BR041,Savings,2023-04-03,17357.86,Active
ACC000844,CUST00844,BR049,Salary,2021-04-20,157312.86,Dormant
ACC000845,CUST00845,BR030,Savings,2024-06-15,6454.57,Active
ACC000846,CUST00846,BR043,Current,2022-10-21,317890.93,Active
ACC000847,CUST00847,BR025,Savings,2020-03-13,63220.82,Active
ACC000848,CUST00848,BR032,Current,2021-09-29,1135521.16,Dormant
ACC000849,CUST00849,BR050,Salary,2023-04-16,110959.03,Active
ACC000850,CUST00850,BR003,Savings,2023-03-28,14412.34,Active
ACC000851,CUST00851,BR042,Fixed Deposit,2020-06-08,1682593.74,Active
ACC000852,CUST00852,BR026,Current,2023-01-05,1039710.22,Active
ACC000853,CUST00853,BR047,Savings,2023-08-08,296938.75,Active
ACC000854,CUST00854,BR008,Fixed Deposit,2022-07-05,766336.85,Dormant
ACC000855,CUST00855,BR042,Savings,2022-05-30,133871.01,Active
ACC000856,CUST00856,BR013,Savings,2022-03-19,133352.54,Active
ACC000857,CUST00857,BR041,Savings,2019-05-24,4509.60,Active
ACC000858,CUST00858,BR003,Savings,2023-09-21,17939.84,Dormant
ACC000859,CUST00859,BR020,Savings,2020-08-10,1001508.66,Active
ACC000860,CUST00860,BR022,Savings,2023-12-09,40695.02,Active
ACC000861,CUST00861,BR044,Savings,2017-10-15,104243.56,Active
ACC000862,CUST00862,BR032,Fixed Deposit,2021-12-09,1573291.80,Dormant
ACC000863,CUST00863,BR012,Savings,2021-10-09,50953.46,Inactive
ACC000864,CUST00864,BR038,Fixed Deposit,2018-07-11,528994.80,Active
ACC000865,CUST00865,BR013,Savings,2023-05-18,772039.27,Active
ACC000866,CUST00866,BR035,Salary,2024-02-15,57007.92,Active
ACC000867,CUST00867,BR005,Current,2023-08-14,3491855.53,Active
ACC000868,CUST00868,BR029,Savings,2022-09-27,72665.84,Active
ACC000869,CUST00869,BR002,Savings,2016-12-21,5145343.09,Active
ACC000870,CUST00870,BR019,Savings,2024-03-19,46057.16,Active
ACC000871,CUST00871,BR041,Salary,2020-12-12,20683.18,Inactive
ACC000872,CUST00872,BR039,Salary,2022-03-09,347727.32,Active
ACC000873,CUST00873,BR001,Savings,2020-06-01,139092.58,Active
ACC000874,CUST00874,BR033,Savings,2023-06-11,5014601.39,Active
ACC000875,CUST00875,BR010,Savings,2022-05-16,23850.52,Active
ACC000876,CUST00876,BR042,Savings,2021-01-18,122238.83,Active
ACC000877,CUST00877,BR007,Savings,2022-12-18,1156956.22,Active
ACC000878,CUST00878,BR005,Savings,2024-02-08,24297.41,Active
ACC000879,CUST00879,BR021,Savings,2022-10-22,81872.60,Inactive
ACC000880,CUST00880,BR025,Savings,2022-02-03,120666.12,Active
ACC000881,CUST00881,BR040,Savings,2021-05-30,21952.88,Active
ACC000882,CUST00882,BR018,Savings,2017-05-25,2969.01,Active
ACC000883,CUST00883,BR030,Salary,2024-02-16,299138.91,Dormant
ACC000884,CUST00884,BR040,Salary,2021-10-06,259950.93,Active
ACC000885,CUST00885,BR014,Savings,2021-07-18,855238.22,Active
ACC000886,CUST00886,BR016,Salary,2019-03-21,193917.53,Active
ACC000887,CUST00887,BR027,Savings,2021-01-31,863292.21,Active
ACC000888,CUST00888,BR026,Savings,2023-03-07,141236.58,Active
ACC000889,CUST00889,BR036,Savings,2023-07-17,2514.26,Active
ACC000890,CUST00890,BR016,Savings,2020-03-13,14107.81,Active
ACC000891,CUST00891,BR037,Savings,2023-09-11,15479.19,Active
ACC000892,CUST00892,BR024,Current,2023-03-03,39571.77,Active
ACC000893,CUST00893,BR022,Salary,2023-09-06,184208.73,Inactive
ACC000894,CUST00894,BR014,Current,2024-03-14,186402.97,Dormant
ACC000895,CUST00895,BR024,Savings,2021-04-30,6957.21,Dormant
ACC000896,CUST00896,BR012,Savings,2016-05-09,137015.37,Active
ACC000897,CUST00897,BR016,Fixed Deposit,2024-05-29,1940744.72,Inactive
ACC000898,CUST00898,BR049,Savings,2020-06-06,86235.39,Active
ACC000899,CUST00899,BR018,Savings,2024-02-24,18276.95,Active
ACC000900,CUST00900,BR046,Savings,2023-10-17,5592.59,Active
ACC000901,CUST00901,BR045,Fixed Deposit,2018-03-27,433747.01,Active
ACC000902,CUST00902,BR012,Savings,2019-07-06,45417.40,Dormant
ACC000903,CUST00903,BR032,Current,2024-02-04,4451084.99,Active
ACC000904,CUST00904,BR035,Fixed Deposit,2022-03-30,195099.94,Active
ACC000905,CUST00905,BR013,Savings,2024-02-08,148418.47,Active
ACC000906,CUST00906,BR038,Savings,2024-05-25,52564.51,Active
ACC000907,CUST00907,BR036,Savings,2023-09-08,111767.23,Dormant
ACC000908,CUST00908,BR031,Savings,2024-02-15,730457.58,Active
ACC000909,CUST00909,BR011,Savings,2024-06-11,12275.94,Active
ACC000910,CUST00910,BR043,Savings,2018-01-11,118072.67,Active
ACC000911,CUST00911,BR017,Savings,2022-05-06,138640.93,Active
ACC000912,CUST00912,BR024,Savings,2022-03-24,77671.34,Active
ACC000913,CUST00913,BR050,Savings,2021-12-06,82047.60,Active
ACC000914,CUST00914,BR042,Savings,2021-01-18,144267.45,Inactive
ACC000915,CUST00915,BR037,Savings,2023-09-07,21282.75,Active
ACC000916,CUST00916,BR009,Savings,2019-11-30,17582.21,Active
ACC000917,CUST00917,BR006,Salary,2024-04-12,235441.08,Active
ACC000918,CUST00918,BR002,Savings,2022-04-18,62910.18,Inactive
ACC000919,CUST00919,BR032,Salary,2023-08-01,14028.74,Active
ACC000920,CUST00920,BR046,Fixed Deposit,2023-06-22,660497.49,Inactive
ACC000921,CUST00921,BR029,Savings,2017-10-25,429968.31,Active
ACC000922,CUST00922,BR019,Salary,2023-10-06,58779.54,Inactive
ACC000923,CUST00923,BR006,Savings,2024-05-24,1522331.65,Active
ACC000924,CUST00924,BR049,Salary,2023-06-29,234684.17,Active
ACC000925,CUST00925,BR030,Savings,2020-05-28,5435.21,Active
ACC000926,CUST00926,BR003,Savings,2023-11-14,106318.19,Active
ACC000927,CUST00927,BR002,Current,2018-10-26,118430.02,Inactive
ACC000928,CUST00928,BR042,Savings,2022-03-02,93627.95,Inactive
ACC000929,CUST00929,BR008,Savings,2017-07-30,1377666.22,Active
ACC000930,CUST00930,BR028,Savings,2022-11-30,18894.44,Active
ACC000931,CUST00931,BR047,Savings,2018-01-05,10554.15,Dormant
ACC000932,CUST00932,BR045,Savings,2022-03-02,17016.97,Active
ACC000933,CUST00933,BR019,Savings,2023-09-11,33923.30,Active
ACC000934,CUST00934,BR039,Savings,2020-12-12,2374.35,Active
ACC000935,CUST00935,BR045,Savings,2021-03-20,1166152.63,Active
ACC000936,CUST00936,BR019,Salary,2020-11-01,35416.80,Dormant
ACC000937,CUST00937,BR033,Savings,2023-12-10,26927.40,Active
ACC000938,CUST00938,BR046,Savings,2019-03-31,68195.39,Active
ACC000939,CUST00939,BR031,Savings,2019-10-21,869564.41,Inactive
ACC000940,CUST00940,BR012,Savings,2023-10-26,34909.09,Active
ACC000941,CUST00941,BR045,Savings,2021-07-01,187549.47,Active
ACC000942,CUST00942,BR005,Savings,2023-11-07,23936.88,Active
ACC000943,CUST00943,BR033,Savings,2021-12-06,48361.58,Active
ACC000944,CUST00944,BR001,Savings,2018-05-16,8914.75,Inactive
ACC000945,CUST00945,BR043,Current,2018-01-26,764416.76,Active
ACC000946,CUST00946,BR011,Current,2024-06-18,141334.78,Active
ACC000947,CUST00947,BR038,Salary,2024-01-21,344169.93,Active
ACC000948,CUST00948,BR047,Salary,2020-10-18,284911.41,Active
ACC000949,CUST00949,BR012,Savings,2024-04-06,81458.77,Active
ACC000950,CUST00950,BR033,Savings,2024-03-01,230717.74,Active
ACC000951,CUST00951,BR009,Current,2023-11-25,274616.78,Active
ACC000952,CUST00952,BR032,Savings,2021-08-01,84900.44,Inactive
ACC000953,CUST00953,BR036,Salary,2021-05-11,194303.14,Active
ACC000954,CUST00954,BR012,Savings,2020-11-26,822570.06,Active
ACC000955,CUST00955,BR044,Salary,2020-06-27,11634.38,Inactive
ACC000956,CUST00956,BR005,Savings,2024-05-18,16203.20,Dormant
ACC000957,CUST00957,BR047,Savings,2023-05-18,31726.03,Active
ACC000958,CUST00958,BR023,Savings,2023-10-22,4233.01,Active
ACC000959,CUST00959,BR007,Salary,2022-09-26,33944.35,Inactive
ACC000960,CUST00960,BR005,Current,2017-03-10,687072.79,Active
ACC000961,CUST00961,BR040,Current,2023-06-23,42552.98,Inactive
ACC000962,CUST00962,BR013,Fixed Deposit,2022-11-14,1562975.45,Active
ACC000963,CUST00963,BR002,Salary,2019-12-08,196363.50,Active
ACC000964,CUST00964,BR025,Current,2022-05-17,519191.06,Dormant
ACC000965,CUST00965,BR032,Savings,2024-05-19,963252.27,Active
ACC000966,CUST00966,BR032,Savings,2024-04-26,146271.80,Dormant
ACC000967,CUST00967,BR004,Savings,2023-07-15,177834.51,Active
ACC000968,CUST00968,BR021,Current,2016-02-07,93549.84,Active
ACC000969,CUST00969,BR002,Current,2024-06-27,128681.41,Inactive
ACC000970,CUST00970,BR023,Fixed Deposit,2021-04-09,1609970.85,Active
ACC000971,CUST00971,BR005,Salary,2020-03-16,95131.01,Inactive
ACC000972,CUST00972,BR043,Savings,2021-01-15,112395.78,Active
ACC000973,CUST00973,BR038,Savings,2019-10-02,679991.00,Active
ACC000974,CUST00974,BR007,Savings,2021-09-21,54626.28,Active
ACC000975,CUST00975,BR040,Fixed Deposit,2024-03-09,982562.32,Dormant
ACC000976,CUST00976,BR019,Savings,2021-07-24,979721.82,Active
ACC000977,CUST00977,BR046,Current,2022-10-02,117226.32,Active
ACC000978,CUST00978,BR028,Salary,2022-10-27,116173.51,Active
ACC000979,CUST00979,BR043,Salary,2021-11-08,17343.57,Active
ACC000980,CUST00980,BR049,Fixed Deposit,2015-11-14,465171.74,Dormant
ACC000981,CUST00981,BR014,Savings,2023-12-04,565416.98,Active
ACC000982,CUST00982,BR050,Fixed Deposit,2023-02-12,534249.31,Dormant
ACC000983,CUST00983,BR030,Savings,2024-03-17,87058.61,Active
ACC000984,CUST00984,BR005,Salary,2023-08-20,13890.66,Dormant
ACC000985,CUST00985,BR044,Savings,2017-09-11,56134.76,Active
ACC000986,CUST00986,BR030,Savings,2020-06-07,75626.83,Active
ACC000987,CUST00987,BR009,Savings,2023-12-12,14299.68,Active
ACC000988,CUST00988,BR002,Savings,2020-05-20,779184.67,Active
ACC000989,CUST00989,BR043,Current,2023-05-30,1077101.24,Active
ACC000990,CUST00990,BR037,Savings,2018-03-31,24659.39,Active
ACC000991,CUST00991,BR032,Savings,2023-07-17,143313.12,Active
ACC000992,CUST00992,BR048,Savings,2021-06-09,907082.31,Active
ACC000993,CUST00993,BR029,Savings,2024-06-14,1067222.48,Active
ACC000994,CUST00994,BR021,Current,2023-12-01,4044248.62,Active
ACC000995,CUST00995,BR046,Savings,2021-04-21,8762.83,Active
ACC000996,CUST00996,BR004,Current,2023-02-27,108703.19,Active
ACC000997,CUST00997,BR045,Current,2022-11-09,434931.82,Active
ACC000998,CUST00998,BR026,Savings,2020-04-15,114415.81,Active
ACC000999,CUST00999,BR011,Savings,2020-06-01,16772.45,Inactive
ACC001000,CUST01000,BR018,Current,2023-11-07,64668.09,Inactive
ACC001001,CUST01001,BR046,Savings,2024-05-15,2104.17,Inactive
ACC001002,CUST01002,BR023,Salary,2023-12-23,310536.00,Dormant
ACC001003,CUST01003,BR042,Savings,2020-11-13,41179.33,Active
ACC001004,CUST01004,BR041,Savings,2019-08-14,104827.23,Active
ACC001005,CUST01005,BR049,Savings,2023-05-05,22269.27,Active
ACC001006,CUST01006,BR017,Savings,2023-01-17,27832.95,Inactive
ACC001007,CUST01007,BR012,Fixed Deposit,2022-03-02,1229790.44,Inactive
ACC001008,CUST01008,BR041,Salary,2021-06-13,68241.36,Active
ACC001009,CUST01009,BR040,Salary,2020-07-15,233664.81,Active
ACC001010,CUST01010,BR001,Savings,2023-09-11,1190054.50,Dormant
ACC001011,CUST01011,BR015,Savings,2023-10-20,3741.16,Active
ACC001012,CUST01012,BR028,Fixed Deposit,2020-07-10,1628273.63,Active
ACC001013,CUST01013,BR027,Savings,2022-07-21,931060.84,Active
ACC001014,CUST01014,BR016,Savings,2023-08-26,38506.32,Active
ACC001015,CUST01015,BR045,Salary,2023-01-24,162960.39,Active
ACC001016,CUST01016,BR005,Savings,2017-01-27,49999.92,Active
ACC001017,CUST01017,BR043,Savings,2023-12-28,12286.47,Active
ACC001018,CUST01018,BR025,Savings,2024-04-24,127302.77,Dormant
ACC001019,CUST01019,BR017,Savings,2023-03-02,2548035.95,Active
ACC001020,CUST01020,BR028,Salary,2021-01-09,56691.74,Active
ACC001021,CUST01021,BR028,Savings,2018-09-03,16749.09,Active
ACC001022,CUST01022,BR028,Current,2023-11-06,62716.74,Dormant
ACC001023,CUST01023,BR041,Current,2022-09-03,84259.06,Inactive
ACC001024,CUST01024,BR017,Savings,2022-08-27,775239.65,Active
ACC001025,CUST01025,BR046,Savings,2023-10-29,686290.97,Active
ACC001026,CUST01026,BR006,Fixed Deposit,2024-05-13,1845605.89,Active
ACC001027,CUST01027,BR043,Savings,2017-11-03,16395.04,Active
ACC001028,CUST01028,BR016,Savings,2019-05-25,277478.18,Dormant
ACC001029,CUST01029,BR008,Savings,2016-04-05,91462.81,Inactive
ACC001030,CUST01030,BR046,Fixed Deposit,2022-07-21,1161636.78,Inactive
ACC001031,CUST01031,BR003,Savings,2022-04-04,6111.15,Active
ACC001032,CUST01032,BR014,Salary,2023-11-09,223693.81,Active
ACC001033,CUST01033,BR039,Current,2021-11-29,102521.84,Active
ACC001034,CUST01034,BR014,Savings,2019-10-15,21688.87,Inactive
ACC001035,CUST01035,BR020,Savings,2024-06-24,844646.46,Active
ACC001036,CUST01036,BR023,Savings,2022-04-10,18756.77,Dormant
ACC001037,CUST01037,BR018,Savings,2018-09-14,66395.17,Active
ACC001038,CUST01038,BR041,Salary,2022-09-26,270411.98,Active
ACC001039,CUST01039,BR044,Savings,2024-03-10,53088.77,Dormant
ACC001040,CUST01040,BR030,Salary,2024-02-27,194444.67,Active
ACC001041,CUST01041,BR016,Savings,2022-05-13,20471.88,Active
ACC001042,CUST01042,BR033,Savings,2022-08-03,73154.46,Active
ACC001043,CUST01043,BR038,Savings,2020-03-29,11213.08,Active
ACC001044,CUST01044,BR026,Savings,2024-03-15,727364.24,Active
ACC001045,CUST01045,BR029,Savings,2023-05-22,4819.66,Dormant
ACC001046,CUST01046,BR048,Salary,2023-03-18,261008.14,Dormant
ACC001047,CUST01047,BR008,Savings,2021-12-26,104975.99,Active
ACC001048,CUST01048,BR047,Savings,2023-01-30,114790.75,Inactive
ACC001049,CUST01049,BR020,Current,2021-04-09,525168.59,Inactive
ACC001050,CUST01050,BR014,Savings,2024-05-08,42327.02,Active
ACC001051,CUST01051,BR020,Savings,2023-01-31,11310.83,Dormant
ACC001052,CUST01052,BR029,Savings,2022-07-11,58458.77,Active
ACC001053,CUST01053,BR004,Savings,2023-02-09,49035.17,Active
ACC001054,CUST01054,BR039,Salary,2020-05-19,105848.38,Active
ACC001055,CUST01055,BR047,Savings,2022-12-12,285005.39,Active
ACC001056,CUST01056,BR037,Fixed Deposit,2021-11-18,1757824.20,Active
ACC001057,CUST01057,BR040,Salary,2023-01-03,197293.20,Active
ACC001058,CUST01058,BR031,Savings,2021-03-17,145993.61,Inactive
ACC001059,CUST01059,BR030,Fixed Deposit,2023-12-16,434966.65,Active
ACC001060,CUST01060,BR031,Savings,2021-03-15,62216.99,Active
ACC001061,CUST01061,BR043,Savings,2020-11-07,131906.21,Active
ACC001062,CUST01062,BR020,Salary,2016-07-08,16407.15,Active
ACC001063,CUST01063,BR011,Savings,2022-04-30,18056.48,Active
ACC001064,CUST01064,BR040,Salary,2022-07-19,167572.97,Active
ACC001065,CUST01065,BR018,Savings,2024-01-31,78574.42,Active
ACC001066,CUST01066,BR029,Savings,2023-11-06,471947.05,Active
ACC001067,CUST01067,BR036,Salary,2022-02-25,217546.87,Active
ACC001068,CUST01068,BR046,Savings,2023-01-07,7411.27,Active
ACC001069,CUST01069,BR022,Salary,2022-12-15,307343.48,Active
ACC001070,CUST01070,BR031,Current,2019-02-04,659590.16,Active
ACC001071,CUST01071,BR041,Current,2023-12-23,1816589.32,Active
ACC001072,CUST01072,BR027,Savings,2023-07-25,21866.95,Active
ACC001073,CUST01073,BR029,Fixed Deposit,2024-01-02,147761.89,Dormant
ACC001074,CUST01074,BR026,Savings,2017-08-03,367400.21,Active
ACC001075,CUST01075,BR037,Savings,2023-01-18,43878.02,Active
ACC001076,CUST01076,BR044,Savings,2018-06-10,19963.13,Active
ACC001077,CUST01077,BR034,Savings,2024-01-18,4670921.61,Active
ACC001078,CUST01078,BR040,Fixed Deposit,2019-04-20,655198.84,Active
ACC001079,CUST01079,BR006,Savings,2021-03-16,17689.52,Active
ACC001080,CUST01080,BR019,Savings,2022-09-22,6858.14,Active
ACC001081,CUST01081,BR002,Savings,2021-08-28,148219.08,Active
ACC001082,CUST01082,BR033,Savings,2023-06-08,1167176.25,Active
ACC001083,CUST01083,BR049,Current,2020-05-28,340314.55,Active
ACC001084,CUST01084,BR016,Savings,2023-08-03,24500.21,Active
ACC001085,CUST01085,BR015,Salary,2022-09-08,150088.21,Active
ACC001086,CUST01086,BR046,Savings,2018-09-12,147768.31,Inactive
ACC001087,CUST01087,BR030,Savings,2023-03-09,1182199.35,Dormant
ACC001088,CUST01088,BR009,Savings,2016-07-13,2068.60,Active
ACC001089,CUST01089,BR034,Salary,2018-04-13,128790.09,Active
ACC001090,CUST01090,BR032,Salary,2020-09-06,338004.97,Active
ACC001091,CUST01091,BR009,Fixed Deposit,2024-01-29,1116239.82,Active
ACC001092,CUST01092,BR048,Salary,2020-10-28,348046.17,Dormant
ACC001093,CUST01093,BR008,Savings,2020-01-25,2910130.62,Inactive
ACC001094,CUST01094,BR020,Savings,2024-01-07,60351.83,Dormant
ACC001095,CUST01095,BR019,Salary,2024-03-27,333926.57,Active
ACC001096,CUST01096,BR003,Savings,2020-10-08,95850.81,Active
ACC001097,CUST01097,BR009,Current,2024-06-01,473448.97,Active
ACC001098,CUST01098,BR047,Savings,2023-06-06,66533.63,Active
ACC001099,CUST01099,BR022,Savings,2023-01-18,43050.48,Active
ACC001100,CUST01100,BR011,Savings,2024-04-09,104303.27,Active
ACC001101,CUST01101,BR008,Savings,2017-06-04,83936.56,Inactive
ACC001102,CUST01102,BR034,Savings,2024-06-28,69346.90,Active
ACC001103,CUST01103,BR002,Salary,2020-08-15,341393.84,Active
ACC001104,CUST01104,BR039,Current,2016-10-27,140525.05,Active
ACC001105,CUST01105,BR027,Savings,2022-11-21,134830.12,Active
ACC001106,CUST01106,BR011,Savings,2019-02-02,121369.95,Active
ACC001107,CUST01107,BR011,Savings,2021-11-01,45676.69,Active
ACC001108,CUST01108,BR007,Savings,2022-09-07,1945757.16,Dormant
ACC001109,CUST01109,BR049,Savings,2020-11-08,16079.51,Dormant
ACC001110,CUST01110,BR004,Salary,2020-03-06,43185.55,Active
ACC001111,CUST01111,BR002,Savings,2022-11-19,5623.65,Active
ACC001112,CUST01112,BR009,Fixed Deposit,2022-04-22,1636068.89,Active
ACC001113,CUST01113,BR024,Savings,2024-05-07,692078.03,Active
ACC001114,CUST01114,BR001,Savings,2022-02-20,50878.94,Inactive
ACC001115,CUST01115,BR018,Savings,2023-08-29,16389.84,Active
ACC001116,CUST01116,BR033,Savings,2023-09-20,4287.14,Active
ACC001117,CUST01117,BR045,Current,2023-07-02,107807.54,Active
ACC001118,CUST01118,BR033,Savings,2024-05-14,10445.92,Active
ACC001119,CUST01119,BR018,Savings,2021-03-14,11136.82,Dormant
ACC001120,CUST01120,BR045,Savings,2018-03-28,40289.07,Active
ACC001121,CUST01121,BR027,Current,2024-06-28,88616.84,Active
ACC001122,CUST01122,BR042,Savings,2023-05-28,114772.87,Active
ACC001123,CUST01123,BR023,Current,2023-10-22,42215.99,Active
ACC001124,CUST01124,BR013,Salary,2024-01-02,324533.27,Active
ACC001125,CUST01125,BR013,Savings,2022-03-06,312661.84,Active
ACC001126,CUST01126,BR024,Savings,2023-03-11,55496.37,Dormant
ACC001127,CUST01127,BR026,Savings,2022-01-02,455560.28,Active
ACC001128,CUST01128,BR048,Current,2022-05-25,189300.66,Active
ACC001129,CUST01129,BR009,Savings,2018-11-07,4601.79,Active
ACC001130,CUST01130,BR002,Savings,2023-09-09,109736.06,Active
ACC001131,CUST01131,BR042,Current,2020-12-11,165299.17,Active
ACC001132,CUST01132,BR008,Savings,2022-10-18,106312.75,Dormant
ACC001133,CUST01133,BR004,Current,2022-12-09,75355.64,Active
ACC001134,CUST01134,BR006,Savings,2015-06-16,111374.27,Active
ACC001135,CUST01135,BR016,Current,2023-01-02,2672309.43,Dormant
ACC001136,CUST01136,BR028,Savings,2024-01-06,479886.91,Active
ACC001137,CUST01137,BR031,Savings,2016-09-03,977674.23,Active
ACC001138,CUST01138,BR040,Current,2022-05-30,604799.72,Active
ACC001139,CUST01139,BR025,Current,2023-03-01,51278.57,Active
ACC001140,CUST01140,BR020,Savings,2016-07-27,75764.69,Active
ACC001141,CUST01141,BR025,Fixed Deposit,2024-01-05,1185318.94,Active
ACC001142,CUST01142,BR030,Savings,2020-06-05,15883.46,Active
ACC001143,CUST01143,BR044,Savings,2023-07-27,14538.51,Active
ACC001144,CUST01144,BR039,Savings,2024-02-10,23522.97,Inactive
ACC001145,CUST01145,BR017,Salary,2024-02-21,294981.64,Active
ACC001146,CUST01146,BR004,Salary,2022-11-26,253852.51,Active
ACC001147,CUST01147,BR038,Current,2023-02-22,439886.99,Dormant
ACC001148,CUST01148,BR024,Savings,2022-06-12,13940.67,Dormant
ACC001149,CUST01149,BR004,Savings,2024-05-02,9056.61,Active
ACC001150,CUST01150,BR043,Savings,2021-12-17,80195.03,Active
ACC001151,CUST01151,BR040,Savings,2022-11-10,123227.06,Active
ACC001152,CUST01152,BR041,Savings,2023-03-07,612557.12,Dormant
ACC001153,CUST01153,BR048,Savings,2021-09-30,89735.03,Active
ACC001154,CUST01154,BR023,Current,2019-04-25,566055.42,Active
ACC001155,CUST01155,BR003,Savings,2023-09-28,9523.12,Active
ACC001156,CUST01156,BR036,Savings,2020-02-26,181392.51,Active
ACC001157,CUST01157,BR009,Savings,2021-03-14,2991746.53,Active
ACC001158,CUST01158,BR024,Fixed Deposit,2017-09-19,995621.28,Active
ACC001159,CUST01159,BR008,Salary,2019-05-28,40993.76,Dormant
ACC001160,CUST01160,BR024,Savings,2023-02-12,38555.39,Dormant
ACC001161,CUST01161,BR013,Current,2024-01-14,3716038.79,Active
ACC001162,CUST01162,BR009,Savings,2022-02-19,13455.55,Inactive
ACC001163,CUST01163,BR043,Savings,2021-07-29,118606.90,Active
ACC001164,CUST01164,BR032,Salary,2018-11-15,68768.57,Active
ACC001165,CUST01165,BR031,Savings,2022-03-01,138064.48,Active
ACC001166,CUST01166,BR015,Current,2018-10-29,483806.16,Dormant
ACC001167,CUST01167,BR011,Fixed Deposit,2022-10-11,381969.25,Active
ACC001168,CUST01168,BR029,Savings,2022-11-19,146780.32,Active
ACC001169,CUST01169,BR029,Salary,2019-06-15,134196.72,Active
ACC001170,CUST01170,BR012,Savings,2023-03-18,136698.26,Active
ACC001171,CUST01171,BR035,Fixed Deposit,2023-12-06,544165.99,Active
ACC001172,CUST01172,BR003,Savings,2021-08-27,7751.04,Active
ACC001173,CUST01173,BR018,Salary,2024-02-21,63870.51,Inactive
ACC001174,CUST01174,BR017,Savings,2018-07-17,8841.95,Active
ACC001175,CUST01175,BR001,Savings,2024-03-09,646415.34,Inactive
ACC001176,CUST01176,BR031,Savings,2024-03-06,11899.42,Active
ACC001177,CUST01177,BR006,Savings,2022-08-02,21016.60,Dormant
ACC001178,CUST01178,BR029,Savings,2020-02-17,798793.85,Active
ACC001179,CUST01179,BR032,Current,2021-09-14,141549.89,Dormant
ACC001180,CUST01180,BR049,Salary,2023-08-23,235349.45,Dormant
ACC001181,CUST01181,BR010,Fixed Deposit,2024-04-24,1537810.72,Active
ACC001182,CUST01182,BR014,Savings,2019-09-09,29135.75,Active
ACC001183,CUST01183,BR041,Savings,2021-01-02,23248.06,Active
ACC001184,CUST01184,BR039,Salary,2017-07-26,142148.87,Active
ACC001185,CUST01185,BR019,Current,2021-07-30,59832.13,Active
ACC001186,CUST01186,BR027,Savings,2017-06-21,114113.54,Active
ACC001187,CUST01187,BR025,Current,2017-11-29,310960.63,Active
ACC001188,CUST01188,BR031,Savings,2021-10-26,554804.29,Active
ACC001189,CUST01189,BR018,Savings,2020-11-10,791253.28,Active
ACC001190,CUST01190,BR022,Savings,2020-12-19,30562.36,Active
ACC001191,CUST01191,BR019,Savings,2023-10-27,11532.04,Active
ACC001192,CUST01192,BR012,Savings,2023-03-11,437941.71,Inactive
ACC001193,CUST01193,BR045,Savings,2024-05-04,136260.11,Inactive
ACC001194,CUST01194,BR035,Savings,2020-02-26,46992.69,Active
ACC001195,CUST01195,BR049,Savings,2021-11-21,39256.70,Active
ACC001196,CUST01196,BR029,Salary,2023-12-08,31626.49,Active
ACC001197,CUST01197,BR044,Fixed Deposit,2020-06-27,304944.22,Active
ACC001198,CUST01198,BR017,Fixed Deposit,2019-04-19,1115248.03,Active
ACC001199,CUST01199,BR005,Savings,2021-06-03,84800.85,Dormant
ACC001200,CUST01200,BR011,Savings,2023-09-07,532242.28,Active
ACC001201,CUST01201,BR011,Savings,2015-04-13,13491.98,Active
ACC001202,CUST01202,BR014,Current,2023-02-11,83988.04,Active
ACC001203,CUST01203,BR034,Salary,2023-07-25,185244.69,Inactive
ACC001204,CUST01204,BR004,Current,2023-09-11,164384.60,Active
ACC001205,CUST01205,BR013,Savings,2015-11-13,6287.56,Inactive
